order_id,order_date,order_total_price,product_price,order_discounts,product_discount,order_status,product_title,product_sku,product_quantity,product_category,weekdays,sch_holidays
19166,2018-06-11,250.66,229.99,yes,0.0,fulfilled,"MONO Classic FlyBy Backpack, Black",EFX-FLY-BLK,1,DJ Equipment Cases & Gig Bags,1,Sch Holidays
19140,2018-06-12,179.99,179.99,yes,0.0,fulfilled,"MONO Sleeve Acoustic Guitar Case, Ash",M80-SAD-ASH,1,Acoustic Guitar Cases & Gig Bags,2,Sch Holidays
19136,2018-06-13,149.99,149.99,yes,0.0,fulfilled,"MONO Sleeve Electric Guitar Case, Ash",M80-SEG-ASH,1,Electric Guitar Cases & Gig Bags,3,Sch Holidays
19135,2018-06-13,229.99,229.99,yes,0.0,fulfilled,"MONO Classic FlyBy Backpack, Black",EFX-FLY-BLK,1,DJ Equipment Cases & Gig Bags,3,Sch Holidays
19134,2018-06-13,,0.01,yes,0.0,fulfilled,MONO Tear-Aid Fabric Repair Kit,TEAR-AID,2,Spareparts,3,Sch Holidays
19131,2018-06-14,172.67,229.99,no,0.0,fulfilled,"MONO Classic FlyBy Backpack, Black",EFX-FLY-BLK,1,DJ Equipment Cases & Gig Bags,4,Sch Holidays
19124,2018-06-18,62.56,49.99,yes,0.0,fulfilled,"MONO Die Cut Wallet, Black",CVL-DCW-BLK,1,Gifts,1,Sch Holidays
19125,2018-06-17,328.99,199.99,no,0.0,fulfilled,"MONO Pro Accessory Case 2.0, Black",M80-PRO-V2-BLK,1,Pedals & Pedalboards Cases & Gig Bags,7,Sch Holidays
19125,2018-06-17,328.99,269.99,no,0.0,fulfilled,"MONO Pedalboard Large, Silver",PFX-PB-L-SLV,1,Pedalboards,7,Sch Holidays
19130,2018-06-15,249.99,249.99,yes,0.0,fulfilled,"MONO Vertigo Bass Guitar Case, Grey",M80-VEB-GRY,1,Bass Guitar Cases & Gig Bags,5,Sch Holidays
19127,2018-06-17,59.63,39.99,yes,0.0,fulfilled,"MONO Loop iPad Sleeve, Ash",CVL-LPD-ASH,1,Gifts,7,Sch Holidays
19128,2018-06-17,229.99,229.99,yes,0.0,fulfilled,"MONO Classic FlyBy Backpack, Black",EFX-FLY-BLK,1,DJ Equipment Cases & Gig Bags,7,Sch Holidays
19123,2018-06-18,229.99,229.99,yes,0.0,fulfilled,"MONO Classic FlyBy Backpack, Black",EFX-FLY-BLK,1,DJ Equipment Cases & Gig Bags,1,Sch Holidays
19126,2018-06-17,249.99,249.99,yes,0.0,fulfilled,"MONO Vertigo Bass Guitar Case, Black",M80-VEB-BLK,1,Bass Guitar Cases & Gig Bags,7,Sch Holidays
16978,2018-06-02,372.28,89.99,yes,0.0,fulfilled,"MONO Classic Tick Accessory Case 2.0, Black",M80-TICK-V2-BLK,1,Pedals & Pedalboards Cases & Gig Bags,6,Sch Holidays
16978,2018-06-02,372.28,249.99,yes,0.0,fulfilled,"MONO Vertigo Electric Guitar Case, Grey",M80-VEG-GRY,1,Electric Guitar Cases & Gig Bags,6,Sch Holidays
19117,2018-06-18,,189.99,no,189.99,fulfilled,"MONO Cymbal Case 22"", Black",M80-CY22-BLK,1,Drum & Percussion Cases & Gig Bags,1,Sch Holidays
19120,2018-06-18,,149.99,no,149.99,fulfilled,"MONO Club Accessory Case 2.0, Black",M80-CLUB-V2-BLK,1,Pedals & Pedalboards Cases & Gig Bags,1,Sch Holidays
19102,2018-06-19,229.99,229.99,yes,0.0,fulfilled,"MONO Classic Bass Guitar Case, Black",M80-EB-BLK,1,Bass Guitar Cases & Gig Bags,2,Sch Holidays
19104,2018-06-19,229.99,229.99,yes,0.0,fulfilled,"MONO Classic FlyBy Backpack, Black",EFX-FLY-BLK,1,DJ Equipment Cases & Gig Bags,2,Sch Holidays
19121,2018-06-18,229.99,229.99,yes,0.0,fulfilled,"MONO Classic Bass Guitar Case, Black",M80-EB-BLK,1,Bass Guitar Cases & Gig Bags,1,Sch Holidays
19101,2018-06-19,180.0,49.99,no,0.0,,"MONO Shogun Stick Case, Black",M80-SS-BLK,1,Drum & Percussion Cases & Gig Bags,2,Sch Holidays
19101,2018-06-19,180.0,189.99,no,0.0,,"MONO Cymbal Case 22"", Black",M80-CY22-BLK,1,Drum & Percussion Cases & Gig Bags,2,Sch Holidays
19098,2018-06-19,,249.99,no,249.99,fulfilled,"MONO Vertigo Bass Guitar Case, Grey",M80-VEB-GRY,1,Bass Guitar Cases & Gig Bags,2,Sch Holidays
19096,2018-06-20,62.56,49.99,yes,0.0,fulfilled,"MONO Betty Guitar Strap, Long, Ash",M80-BTY-ASH-L,1,Guitar Straps,3,Sch Holidays
19095,2018-06-20,,229.99,no,229.99,fulfilled,"MONO Classic FlyBy Backpack, Black",EFX-FLY-BLK,1,DJ Equipment Cases & Gig Bags,3,Sch Holidays
19086,2018-06-21,161.0,229.99,no,0.0,fulfilled,"MONO Classic FlyBy Backpack, Black",EFX-FLY-BLK,1,DJ Equipment Cases & Gig Bags,4,Sch Holidays
19092,2018-06-20,,49.99,no,49.99,fulfilled,"MONO Betty Guitar Strap, Short, Black",M80-BTY-BLK-S,1,Guitar Straps,3,Sch Holidays
19085,2018-06-21,208.03,189.99,yes,0.0,fulfilled,"MONO Cymbal Case 22"", Black",M80-CY22-BLK,1,Drum & Percussion Cases & Gig Bags,4,Sch Holidays
19084,2018-06-21,,149.99,no,149.99,fulfilled,"MONO Classic Tenor Ukulele Case, Black",M80-UT-BLK,1,Ukulele Cases & Gig Bags,4,Sch Holidays
19090,2018-06-21,,149.99,no,149.99,fulfilled,"MONO Sleeve Electric Guitar Case, Black",M80-SEG-BLK,1,Electric Guitar Cases & Gig Bags,4,Sch Holidays
17020,2018-05-26,353.91,329.99,yes,0.0,,"MONO Classic Dual Acoustic/Electric Guitar Case, Black",M80-2A-BLK,1,Electric Guitar Cases & Gig Bags,6,Non Holidays
19083,2018-06-21,251.83,229.99,yes,0.0,fulfilled,"MONO Classic FlyBy Backpack, Black",EFX-FLY-BLK,1,DJ Equipment Cases & Gig Bags,4,Sch Holidays
19099,2018-06-19,180.0,49.99,no,12.49,,"MONO Shogun Stick Case, Black",M80-SS-BLK,1,Drum & Percussion Cases & Gig Bags,2,Sch Holidays
19099,2018-06-19,180.0,189.99,no,47.49,,"MONO Cymbal Case 22"", Black",M80-CY22-BLK,1,Drum & Percussion Cases & Gig Bags,2,Sch Holidays
19074,2018-06-23,249.99,249.99,yes,0.0,fulfilled,"MONO Vertigo Acoustic Guitar Case, Black",M80-VAD-BLK,1,Acoustic Guitar Cases & Gig Bags,6,Sch Holidays
19053,2018-06-26,,49.99,no,49.99,fulfilled,"MONO Die Cut Wallet, Black",CVL-DCW-BLK,1,Gifts,2,Sch Holidays
19076,2018-06-23,,229.99,no,229.99,fulfilled,"MONO Classic FlyBy Backpack, Black",EFX-FLY-BLK,1,DJ Equipment Cases & Gig Bags,6,Sch Holidays
19065,2018-06-25,205.31,249.99,no,0.0,fulfilled,"MONO Vertigo Electric Guitar Case, Grey",M80-VEG-GRY,1,Electric Guitar Cases & Gig Bags,1,Sch Holidays
19063,2018-06-26,,49.99,no,49.99,fulfilled,"MONO Betty Guitar Strap, Short, Black",M80-BTY-BLK-S,1,Guitar Straps,2,Sch Holidays
19054,2018-06-26,,229.99,no,229.99,fulfilled,"MONO Classic Acoustic/Dreadnought Guitar Case, Black",M80-AD-BLK,1,Acoustic Guitar Cases & Gig Bags,2,Sch Holidays
19064,2018-06-25,,229.99,no,229.99,fulfilled,"MONO Classic FlyBy Backpack, Black",EFX-FLY-BLK,1,DJ Equipment Cases & Gig Bags,1,Sch Holidays
19049,2018-06-27,251.83,229.99,yes,0.0,fulfilled,"MONO Classic FlyBy Backpack, Black",EFX-FLY-BLK,1,DJ Equipment Cases & Gig Bags,3,Sch Holidays
19073,2018-06-24,469.98,199.99,yes,0.0,fulfilled,"MONO Pro Accessory Case 2.0, Black",M80-PRO-V2-BLK,1,Pedals & Pedalboards Cases & Gig Bags,7,Sch Holidays
19073,2018-06-24,469.98,269.99,yes,0.0,fulfilled,"MONO Pedalboard Large, Black",PFX-PB-L-BLK,1,Pedalboards,7,Sch Holidays
19077,2018-06-22,169.99,169.99,yes,0.0,fulfilled,"MONO Classic Fader Messenger Bag, Grey",EFX-FAD-GRY,1,DJ Equipment Cases & Gig Bags,5,Sch Holidays
19047,2018-06-27,160.86,149.99,yes,0.0,fulfilled,"MONO Sleeve Bass Guitar Case, Ash",M80-SEB-ASH,1,Bass Guitar Cases & Gig Bags,3,Sch Holidays
19050,2018-06-27,251.83,229.99,yes,0.0,,"MONO Classic FlyBy Backpack, Black",EFX-FLY-BLK,1,DJ Equipment Cases & Gig Bags,3,Sch Holidays
19087,2018-06-21,,89.99,no,89.99,fulfilled,"MONO Classic Tick Accessory Case 2.0, Grey",M80-TICK-V2-GRY,1,Pedals & Pedalboards Cases & Gig Bags,4,Sch Holidays
19016,2018-07-01,249.99,249.99,yes,0.0,fulfilled,"MONO Vertigo Electric Guitar Case, Grey",M80-VEG-GRY,1,Electric Guitar Cases & Gig Bags,7,Non Holidays
19017,2018-07-01,104.15,89.99,yes,0.0,fulfilled,"MONO Classic Tick Accessory Case 2.0, Black",M80-TICK-V2-BLK,1,Pedals & Pedalboards Cases & Gig Bags,7,Non Holidays
19027,2018-06-29,251.83,229.99,yes,0.0,fulfilled,"MONO Classic Acoustic/Dreadnought Guitar Case, Black",M80-AD-BLK,1,Acoustic Guitar Cases & Gig Bags,5,Sch Holidays
19029,2018-06-29,199.98,89.99,yes,0.0,fulfilled,"MONO Classic Tick Accessory Case 2.0, Black",M80-TICK-V2-BLK,1,Pedals & Pedalboards Cases & Gig Bags,5,Sch Holidays
19029,2018-06-29,199.98,109.99,yes,0.0,fulfilled,"MONO Pedalboard Lite, Black",PFX-PB-LT-BLK,1,Pedalboards,5,Sch Holidays
19021,2018-06-30,209.99,229.99,no,0.0,fulfilled,"MONO Classic OM/Classical Guitar Case, Black",M80-AC-BLK,1,Acoustic Guitar Cases & Gig Bags,6,Sch Holidays
19004,2018-07-02,122.3,49.99,yes,0.0,fulfilled,"MONO Betty Guitar Strap, Long, Black",M80-BTY-BLK-L,1,Guitar Straps,1,Non Holidays
19004,2018-07-02,122.3,39.99,yes,0.0,fulfilled,"MONO Warsaw Guitar Strap, Manta Black",M80-WAR-BLK,1,Guitar Straps,1,Non Holidays
19025,2018-06-30,187.5,249.99,no,0.0,fulfilled,"MONO Vertigo Electric Guitar Case, Black",M80-VEG-BLK,1,Electric Guitar Cases & Gig Bags,6,Sch Holidays
19024,2018-06-30,,89.99,no,89.99,fulfilled,"MONO Classic Tick Accessory Case 2.0, Black",M80-TICK-V2-BLK,1,Pedals & Pedalboards Cases & Gig Bags,6,Sch Holidays
19024,2018-06-30,,229.99,no,229.99,fulfilled,"MONO Classic FlyBy Backpack, Black",EFX-FLY-BLK,1,DJ Equipment Cases & Gig Bags,6,Sch Holidays
19003,2018-07-02,189.99,189.99,yes,0.0,fulfilled,"MONO Cymbal Case 22"", Black",M80-CY22-BLK,1,Drum & Percussion Cases & Gig Bags,1,Non Holidays
19019,2018-06-30,249.99,249.99,yes,0.0,fulfilled,"MONO Vertigo Electric Guitar Case, Grey",M80-VEG-GRY,1,Electric Guitar Cases & Gig Bags,6,Sch Holidays
19022,2018-06-30,169.99,169.99,yes,0.0,fulfilled,"MONO Tour Accessory Case 2.0, Black",M80-TOUR-V2-BLK,1,Pedals & Pedalboards Cases & Gig Bags,6,Sch Holidays
19026,2018-06-29,187.5,249.99,no,0.0,fulfilled,"MONO Vertigo Electric Guitar Case, Grey",M80-VEG-GRY,1,Electric Guitar Cases & Gig Bags,5,Sch Holidays
19020,2018-06-30,,329.99,no,329.99,fulfilled,"MONO Classic Dual Electric Guitar Case, Black",M80-2G-BLK,1,Electric Guitar Cases & Gig Bags,6,Sch Holidays
19002,2018-07-02,,329.99,no,329.99,fulfilled,"MONO Classic Dual Electric Guitar Case, Black",M80-2G-BLK,1,Electric Guitar Cases & Gig Bags,1,Non Holidays
19034,2018-06-28,,249.99,no,249.99,fulfilled,"MONO Vertigo Semi-Hollow Guitar Case, Black",M80-VHB-BLK,1,Electric Guitar Cases & Gig Bags,4,Sch Holidays
18994,2018-07-03,,0.01,yes,0.0,fulfilled,MONO Tear-Aid Fabric Repair Kit,TEAR-AID,1,Spareparts,2,Non Holidays
19001,2018-07-02,,169.99,no,169.99,fulfilled,"MONO Tour Accessory Case 2.0, Black",M80-TOUR-V2-BLK,1,Pedals & Pedalboards Cases & Gig Bags,1,Non Holidays
18998,2018-07-03,329.99,329.99,yes,0.0,fulfilled,"MONO Classic Dual Acoustic/Electric Guitar Case, Black",M80-2A-BLK,1,Electric Guitar Cases & Gig Bags,2,Non Holidays
18993,2018-07-03,249.99,249.99,yes,0.0,fulfilled,"MONO Vertigo Electric Guitar Case, Black",M80-VEG-BLK,1,Electric Guitar Cases & Gig Bags,2,Non Holidays
18991,2018-07-03,109.59,89.99,yes,0.0,fulfilled,"MONO Classic Tick Accessory Case 2.0, Grey",M80-TICK-V2-GRY,1,Pedals & Pedalboards Cases & Gig Bags,2,Non Holidays
18978,2018-07-05,189.0,209.99,no,20.99,fulfilled,"MONO Cymbal Case 24"", Black",M80-CY24-BLK,1,Drum & Percussion Cases & Gig Bags,4,Non Holidays
18992,2018-07-03,103.71,89.99,yes,0.0,fulfilled,"MONO Classic Tick Accessory Case 2.0, Black",M80-TICK-V2-BLK,1,Pedals & Pedalboards Cases & Gig Bags,2,Non Holidays
18977,2018-07-05,246.66,229.99,yes,0.0,fulfilled,"MONO Classic Electric Guitar Case, Black",M80-EG-BLK,1,Electric Guitar Cases & Gig Bags,4,Non Holidays
18984,2018-07-04,280.5,329.99,no,0.0,fulfilled,"MONO Classic Dual Electric Guitar Case, Black",M80-2G-BLK,1,Electric Guitar Cases & Gig Bags,3,Non Holidays
18985,2018-07-04,,329.99,no,329.99,fulfilled,"MONO Classic Dual Electric Guitar Case, Black",M80-2G-BLK,1,Electric Guitar Cases & Gig Bags,3,Non Holidays
18976,2018-07-05,,249.99,no,249.99,fulfilled,"MONO Vertigo Semi-Hollow Guitar Case, Black",M80-VHB-BLK,1,Electric Guitar Cases & Gig Bags,4,Non Holidays
19018,2018-06-30,229.93,229.99,no,0.0,,"MONO Classic OM/Classical Guitar Case, Black",M80-AC-BLK,1,Acoustic Guitar Cases & Gig Bags,6,Sch Holidays
18967,2018-07-06,249.99,249.99,yes,0.0,fulfilled,"MONO Vertigo Bass Guitar Case, Grey",M80-VEB-GRY,1,Bass Guitar Cases & Gig Bags,5,Non Holidays
18966,2018-07-06,264.99,249.99,yes,0.0,fulfilled,"MONO Vertigo Electric Guitar Case, Grey",M80-VEG-GRY,1,Electric Guitar Cases & Gig Bags,5,Non Holidays
18953,2018-07-09,149.99,149.99,yes,0.0,fulfilled,"MONO Snare Case, Black",M80-SN-BLK,1,Drum & Percussion Cases & Gig Bags,1,Non Holidays
18951,2018-07-09,,229.99,no,229.99,fulfilled,"MONO Classic FlyBy Backpack, Black",EFX-FLY-BLK,1,DJ Equipment Cases & Gig Bags,1,Non Holidays
18952,2018-07-09,,229.99,no,229.99,fulfilled,"MONO Classic FlyBy Backpack, Black",EFX-FLY-BLK,1,DJ Equipment Cases & Gig Bags,1,Non Holidays
18965,2018-07-07,,329.99,no,329.99,fulfilled,"MONO Classic Dual Acoustic/Electric Guitar Case, Black",M80-2A-BLK,1,Electric Guitar Cases & Gig Bags,6,Non Holidays
18961,2018-07-08,251.83,229.99,yes,0.0,fulfilled,"MONO Classic Electric Guitar Case, Black",M80-EG-BLK,1,Electric Guitar Cases & Gig Bags,7,Non Holidays
18950,2018-07-09,,229.99,no,229.99,fulfilled,"MONO Classic Bass Guitar Case, Black",M80-EB-BLK,1,Bass Guitar Cases & Gig Bags,1,Non Holidays
18962,2018-07-08,189.99,189.99,yes,0.0,fulfilled,"MONO Cymbal Case 22"", Ash",M80-CY22-ASH,1,Drum & Percussion Cases & Gig Bags,7,Non Holidays
19122,2018-06-18,,169.99,no,169.99,fulfilled,"MONO Tour Accessory Case 2.0, Black",M80-TOUR-V2-BLK,1,Pedals & Pedalboards Cases & Gig Bags,1,Sch Holidays
19015,2018-07-01,,89.99,no,89.99,fulfilled,"MONO Classic Tick Accessory Case 2.0, Black",M80-TICK-V2-BLK,1,Pedals & Pedalboards Cases & Gig Bags,7,Non Holidays
18947,2018-07-09,187.5,249.99,no,0.0,fulfilled,"MONO Vertigo Semi-Hollow Guitar Case, Black",M80-VHB-BLK,1,Electric Guitar Cases & Gig Bags,1,Non Holidays
18928,2018-07-10,56.59,39.99,yes,0.0,fulfilled,"MONO Doolittle Guitar Strap, Dolphin Grey",M80-DLT-GRY,1,Guitar Straps,2,Non Holidays
18927,2018-07-10,289.98,39.99,yes,0.0,fulfilled,"MONO Doolittle Guitar Strap, True Black",M80-DLT-BLK,1,Guitar Straps,2,Non Holidays
18927,2018-07-10,289.98,249.99,yes,0.0,fulfilled,"MONO Vertigo Electric Guitar Case, Grey",M80-VEG-GRY,1,Electric Guitar Cases & Gig Bags,2,Non Holidays
18949,2018-07-09,160.86,149.99,yes,0.0,fulfilled,"MONO Sleeve Bass Guitar Case, Black",M80-SEB-BLK,1,Bass Guitar Cases & Gig Bags,1,Non Holidays
18930,2018-07-10,229.99,229.99,yes,0.0,fulfilled,"MONO Classic FlyBy Backpack, Black",EFX-FLY-BLK,1,DJ Equipment Cases & Gig Bags,2,Non Holidays
18931,2018-07-10,209.99,229.99,no,0.0,fulfilled,"MONO Classic Electric Guitar Case, Black",M80-EG-BLK,1,Electric Guitar Cases & Gig Bags,2,Non Holidays
18929,2018-07-10,362.16,329.99,yes,0.0,fulfilled,"MONO Classic Dual Acoustic/Electric Guitar Case, Black",M80-2A-BLK,1,Electric Guitar Cases & Gig Bags,2,Non Holidays
18925,2018-07-10,404.99,229.99,no,0.0,fulfilled,"MONO Classic Electric Guitar Case, Black",M80-EG-BLK,1,Electric Guitar Cases & Gig Bags,2,Non Holidays
18925,2018-07-10,404.99,249.99,no,0.0,fulfilled,"MONO Vertigo Semi-Hollow Guitar Case, Black",M80-VHB-BLK,1,Electric Guitar Cases & Gig Bags,2,Non Holidays
18925,2018-07-10,404.99,329.99,no,0.0,fulfilled,"MONO Classic Dual Acoustic/Electric Guitar Case, Black",M80-2A-BLK,1,Electric Guitar Cases & Gig Bags,2,Non Holidays
18926,2018-07-10,,79.99,no,79.99,fulfilled,"MONO Studio Stick Case, Black",M80-ST-BLK,1,Drum & Percussion Cases & Gig Bags,2,Non Holidays
18897,2018-07-12,105.34,89.99,yes,0.0,fulfilled,"MONO Classic Tick Accessory Case 2.0, Grey",M80-TICK-V2-GRY,1,Pedals & Pedalboards Cases & Gig Bags,4,Non Holidays
18912,2018-07-11,329.99,329.99,yes,0.0,fulfilled,"MONO Classic Dual Acoustic/Electric Guitar Case, Black",M80-2A-BLK,1,Electric Guitar Cases & Gig Bags,3,Non Holidays
18898,2018-07-12,62.42,49.99,yes,0.0,fulfilled,"MONO Betty Guitar Strap, Long, Black",M80-BTY-BLK-L,1,Guitar Straps,4,Non Holidays
18913,2018-07-11,,229.99,no,229.99,fulfilled,"MONO Vertigo Keyboard 61 Case, Black",M80-K61-BLK,1,Keyboard Cases & Gig Bags,3,Non Holidays
18906,2018-07-11,,229.99,no,229.99,fulfilled,"MONO Classic FlyBy Backpack, Black",EFX-FLY-BLK,1,DJ Equipment Cases & Gig Bags,3,Non Holidays
18888,2018-07-15,,189.99,no,189.99,fulfilled,"MONO Cymbal Case 22"", Black",M80-CY22-BLK,1,Drum & Percussion Cases & Gig Bags,7,Non Holidays
18893,2018-07-14,169.99,169.99,yes,0.0,fulfilled,"MONO Tour Accessory Case 2.0, Black",M80-TOUR-V2-BLK,1,Pedals & Pedalboards Cases & Gig Bags,6,Non Holidays
18886,2018-07-16,246.66,229.99,yes,0.0,fulfilled,"MONO Classic FlyBy Backpack, Black",EFX-FLY-BLK,1,DJ Equipment Cases & Gig Bags,1,Non Holidays
18963,2018-07-07,186.13,169.99,yes,0.0,fulfilled,"MONO Tour Accessory Case 2.0, Black",M80-TOUR-V2-BLK,1,Pedals & Pedalboards Cases & Gig Bags,6,Non Holidays
18919,2018-07-10,176.7,229.99,no,0.0,fulfilled,"MONO Classic Electric Guitar Case, Black",M80-EG-BLK,1,Electric Guitar Cases & Gig Bags,2,Non Holidays
18890,2018-07-15,,329.99,no,329.99,fulfilled,"MONO Classic Dual Acoustic/Electric Guitar Case, Black",M80-2A-BLK,1,Electric Guitar Cases & Gig Bags,7,Non Holidays
18894,2018-07-14,268.11,249.99,yes,0.0,fulfilled,"MONO Vertigo Electric Guitar Case, Grey",M80-VEG-GRY,1,Electric Guitar Cases & Gig Bags,6,Non Holidays
18901,2018-07-12,209.99,229.99,no,0.0,fulfilled,"MONO Classic FlyBy Backpack, Black",EFX-FLY-BLK,1,DJ Equipment Cases & Gig Bags,4,Non Holidays
18887,2018-07-15,,229.99,no,229.99,fulfilled,"MONO Classic Acoustic/Dreadnought Guitar Case, Black",M80-AD-BLK,1,Acoustic Guitar Cases & Gig Bags,7,Non Holidays
18885,2018-07-16,246.66,229.99,yes,0.0,fulfilled,"MONO Classic Electric Guitar Case, Black",M80-EG-BLK,1,Electric Guitar Cases & Gig Bags,1,Non Holidays
18878,2018-07-17,229.99,229.99,yes,0.0,fulfilled,"MONO Vertigo Keyboard 61 Case, Black",M80-K61-BLK,1,Keyboard Cases & Gig Bags,2,Non Holidays
18964,2018-07-07,164.61,149.99,yes,0.0,fulfilled,"MONO Club Accessory Case 2.0, Black",M80-CLUB-V2-BLK,1,Pedals & Pedalboards Cases & Gig Bags,6,Non Holidays
18873,2018-07-18,,229.99,no,229.99,fulfilled,"MONO Classic Acoustic/Dreadnought Guitar Case, Black",M80-AD-BLK,1,Acoustic Guitar Cases & Gig Bags,3,Non Holidays
18874,2018-07-17,,229.99,no,229.99,fulfilled,"MONO Classic FlyBy Backpack, Black",EFX-FLY-BLK,1,DJ Equipment Cases & Gig Bags,2,Non Holidays
19133,2018-06-13,310.01,249.99,yes,0.0,fulfilled,"MONO Vertigo Electric Guitar Case, Grey",M80-VEG-GRY,1,Electric Guitar Cases & Gig Bags,3,Sch Holidays
18862,2018-07-19,209.99,229.99,no,0.0,fulfilled,"MONO Classic Bass Guitar Case, Black",M80-EB-BLK,1,Bass Guitar Cases & Gig Bags,4,Non Holidays
18865,2018-07-18,,229.99,no,229.99,fulfilled,"MONO Classic FlyBy Backpack, Black",EFX-FLY-BLK,1,DJ Equipment Cases & Gig Bags,3,Non Holidays
18868,2018-07-18,229.99,229.99,yes,0.0,fulfilled,"MONO Classic Acoustic/Dreadnought Guitar Case, Black",M80-AD-BLK,1,Acoustic Guitar Cases & Gig Bags,3,Non Holidays
18870,2018-07-18,229.99,229.99,yes,0.0,fulfilled,"MONO Vertigo Keyboard 61 Case, Black",M80-K61-BLK,1,Keyboard Cases & Gig Bags,3,Non Holidays
18863,2018-07-19,209.99,229.99,no,0.0,fulfilled,"MONO Classic Electric Guitar Case, Black",M80-EG-BLK,1,Electric Guitar Cases & Gig Bags,4,Non Holidays
18866,2018-07-18,179.31,109.99,no,0.0,fulfilled,"MONO Pedalboard Lite, Black",PFX-PB-LT-BLK,1,Pedalboards,3,Non Holidays
18866,2018-07-18,179.31,89.99,no,0.0,fulfilled,"MONO Classic Tick Accessory Case 2.0, Grey",M80-TICK-V2-GRY,1,Pedals & Pedalboards Cases & Gig Bags,3,Non Holidays
18855,2018-07-20,,229.99,no,229.99,fulfilled,"MONO Classic FlyBy Backpack, Black",EFX-FLY-BLK,1,DJ Equipment Cases & Gig Bags,5,Non Holidays
18861,2018-07-19,362.16,329.99,yes,0.0,fulfilled,"MONO Classic Dual Acoustic/Electric Guitar Case, Black",M80-2A-BLK,1,Electric Guitar Cases & Gig Bags,4,Non Holidays
18858,2018-07-19,,229.99,no,229.99,fulfilled,"MONO Classic FlyBy Backpack, Black",EFX-FLY-BLK,1,DJ Equipment Cases & Gig Bags,4,Non Holidays
18854,2018-07-20,237.9,199.99,yes,0.0,fulfilled,"MONO Pro Accessory Case 2.0, Black",M80-PRO-V2-BLK,1,Pedals & Pedalboards Cases & Gig Bags,5,Non Holidays
18867,2018-07-18,164.23,149.99,yes,0.0,fulfilled,"MONO Sleeve Bass Guitar Case, Black",M80-SEB-BLK,1,Bass Guitar Cases & Gig Bags,3,Non Holidays
18860,2018-07-19,159.99,179.99,no,20.0,fulfilled,"MONO Sleeve Acoustic Guitar Case, Black",M80-SAD-BLK,1,Acoustic Guitar Cases & Gig Bags,4,Non Holidays
19132,2018-06-14,311.87,269.99,yes,0.0,fulfilled,"MONO Pedalboard Large, Black",PFX-PB-L-BLK,1,Pedalboards,4,Sch Holidays
18847,2018-07-21,269.99,269.99,yes,0.0,,"MONO Pedalboard Large, Black",PFX-PB-L-BLK,1,Pedalboards,6,Non Holidays
18831,2018-07-23,,49.99,no,49.99,,"MONO Betty Guitar Strap, Short, Ash",M80-BTY-ASH-S,1,Guitar Straps,1,Non Holidays
18853,2018-07-20,62.42,49.99,yes,0.0,fulfilled,"MONO Betty Guitar Strap, Long, Black",M80-BTY-BLK-L,1,Guitar Straps,5,Non Holidays
18825,2018-07-24,208.51,189.99,yes,0.0,fulfilled,"MONO Cymbal Case 22"", Ash",M80-CY22-ASH,1,Drum & Percussion Cases & Gig Bags,2,Non Holidays
18832,2018-07-23,229.99,229.99,yes,0.0,fulfilled,"MONO Classic Acoustic/Dreadnought Guitar Case, Black",M80-AD-BLK,1,Acoustic Guitar Cases & Gig Bags,1,Non Holidays
18834,2018-07-23,253.1,229.99,yes,0.0,fulfilled,"MONO Vertigo Keyboard 61 Case, Black",M80-K61-BLK,1,Keyboard Cases & Gig Bags,1,Non Holidays
18891,2018-07-15,,329.99,no,329.99,fulfilled,"MONO Classic Dual Electric Guitar Case, Black",M80-2G-BLK,1,Electric Guitar Cases & Gig Bags,7,Non Holidays
18836,2018-07-23,258.71,219.99,yes,0.0,fulfilled,"MONO Pedalboard Medium, Black",PFX-PB-M-BLK,1,Pedalboards,1,Non Holidays
18844,2018-07-22,251.83,249.99,no,0.0,fulfilled,"MONO Vertigo Electric Guitar Case, Grey",M80-VEG-GRY,1,Electric Guitar Cases & Gig Bags,7,Non Holidays
18850,2018-07-20,229.93,229.99,no,0.0,fulfilled,"MONO Classic Electric Guitar Case, Black",M80-EG-BLK,1,Electric Guitar Cases & Gig Bags,5,Non Holidays
18852,2018-07-20,209.99,229.99,no,0.0,fulfilled,"MONO Classic OM/Classical Guitar Case, Black",M80-AC-BLK,1,Acoustic Guitar Cases & Gig Bags,5,Non Holidays
18846,2018-07-22,149.99,149.99,yes,0.0,fulfilled,"MONO Club Accessory Case 2.0, Black",M80-CLUB-V2-BLK,1,Pedals & Pedalboards Cases & Gig Bags,7,Non Holidays
18830,2018-07-23,,49.99,no,49.99,fulfilled,"MONO Betty Guitar Strap, Long, Ash",M80-BTY-ASH-L,1,Guitar Straps,1,Non Holidays
18849,2018-07-21,,89.99,no,89.99,fulfilled,"MONO Classic Tick Accessory Case 2.0, Black",M80-TICK-V2-BLK,1,Pedals & Pedalboards Cases & Gig Bags,6,Non Holidays
18881,2018-07-17,,0.01,yes,0.0,fulfilled,MONO Tear-Aid Fabric Repair Kit,TEAR-AID,2,Spareparts,2,Non Holidays
18869,2018-07-18,209.99,229.99,no,0.0,fulfilled,"MONO Classic Acoustic/Dreadnought Guitar Case, Black",M80-AD-BLK,1,Acoustic Guitar Cases & Gig Bags,3,Non Holidays
