,pdq_config,rmse
364,"[(0, 0, 1), (1, 0, 1, 12), 'c']",5.7071156565567245
365,"[(2, 0, 2), (2, 0, 1, 12), 'c']",5.709909882671355
366,"[(2, 1, 2), (2, 0, 1, 12), 'c']",5.711713759462742
367,"[(2, 0, 1), (0, 0, 1, 12), 'c']",5.716599908624712
368,"[(1, 0, 2), (2, 0, 0, 12), 'c']",5.7343722572575935
369,"[(0, 0, 1), (1, 0, 1, 12), 'ct']",5.7434536532024785
370,"[(2, 0, 1), (1, 0, 1, 12), 't']",5.752289409446885
371,"[(1, 0, 2), (1, 0, 0, 12), 'ct']",5.753395013075363
372,"[(2, 1, 2), (0, 0, 0, 12), 't']",5.75658205191601
373,"[(2, 0, 1), (1, 0, 0, 12), 't']",5.7588891503279696
374,"[(0, 0, 1), (1, 1, 1, 12), 'c']",5.764626802517502
375,"[(1, 0, 1), (2, 0, 2, 12), 't']",5.7764937936194665
376,"[(1, 1, 1), (2, 0, 2, 12), 't']",5.7812242726826
377,"[(1, 1, 0), (0, 1, 2, 12), 't']",5.7837345156470725
378,"[(1, 1, 0), (1, 1, 2, 12), 't']",5.7837345156470725
379,"[(1, 1, 0), (2, 1, 0, 12), 't']",5.7837345156470725
380,"[(1, 1, 0), (2, 1, 1, 12), 't']",5.7837345156470725
381,"[(1, 1, 0), (2, 1, 2, 12), 't']",5.7837345156470725
382,"[(0, 1, 0), (1, 0, 1, 12), 'ct']",5.784668194877923
383,"[(2, 0, 1), (1, 0, 1, 12), 'ct']",5.7938973966291805
384,"[(1, 1, 0), (2, 0, 0, 12), 't']",5.799061655032376
385,"[(2, 1, 1), (1, 0, 0, 12), 'c']",5.807490645124007
386,"[(0, 0, 0), (1, 1, 1, 12), 'c']",5.852298170064158
387,"[(0, 0, 0), (0, 1, 2, 12), 'c']",5.858207233204086
388,"[(0, 0, 0), (1, 1, 2, 12), 'c']",5.858207233204086
389,"[(0, 0, 0), (2, 1, 0, 12), 'c']",5.858207233204086
390,"[(0, 0, 0), (2, 1, 1, 12), 'c']",5.858207233204086
391,"[(0, 0, 0), (2, 1, 2, 12), 'c']",5.858207233204086
392,"[(1, 0, 2), (1, 0, 0, 12), 'c']",5.877370687267776
393,"[(2, 0, 1), (2, 0, 2, 12), 'ct']",5.882273030237587
394,"[(2, 1, 2), (2, 0, 0, 12), 'c']",5.920873949865349
395,"[(1, 1, 0), (0, 1, 0, 12), 'ct']",5.9330345993066445
396,"[(1, 0, 1), (1, 0, 0, 12), 't']",5.936855239503778
397,"[(1, 0, 2), (1, 0, 1, 12), 'ct']",5.948454806058973
398,"[(2, 1, 2), (1, 0, 0, 12), 'ct']",5.949283029464202
399,"[(2, 0, 1), (1, 0, 0, 12), 'ct']",5.962025379141225
400,"[(2, 0, 1), (2, 0, 1, 12), 'ct']",5.964747326148876
401,"[(1, 1, 1), (2, 0, 1, 12), 't']",5.969135977097102
402,"[(1, 1, 0), (1, 0, 2, 12), 't']",5.975583102041272
403,"[(1, 0, 2), (2, 0, 1, 12), 'ct']",5.977005560207773
404,"[(2, 1, 2), (1, 0, 1, 12), 't']",6.020328783005505
405,"[(1, 1, 0), (1, 0, 2, 12), 'c']",6.020851776820271
406,"[(1, 1, 2), (2, 0, 0, 12), 'c']",6.046363729683172
407,"[(0, 0, 0), (1, 0, 2, 12), 'c']",6.046965620264913
408,"[(0, 0, 2), (1, 0, 1, 12), 't']",6.048714366838635
409,"[(1, 0, 1), (2, 0, 1, 12), 'c']",6.0537128749798335
410,"[(0, 0, 2), (0, 0, 2, 12), 'c']",6.057731811597377
411,"[(0, 0, 1), (0, 0, 1, 12), 't']",6.059824264288602
412,"[(0, 0, 2), (1, 0, 0, 12), 't']",6.069186747282916
413,"[(2, 0, 2), (0, 0, 1, 12), 'c']",6.069943639328145
414,"[(1, 0, 2), (0, 1, 0, 12), 't']",6.075173675471478
415,"[(0, 1, 2), (0, 1, 2, 12), 'c']",6.079966998157254
416,"[(0, 1, 2), (1, 1, 2, 12), 'c']",6.079966998157254
417,"[(0, 1, 2), (2, 1, 2, 12), 'c']",6.079966998157254
418,"[(2, 0, 2), (1, 0, 0, 12), 't']",6.085515631721423
419,"[(0, 0, 1), (0, 1, 0, 12), 't']",6.110613078848155
420,"[(0, 1, 2), (1, 1, 1, 12), 'c']",6.129114724744024
421,"[(1, 0, 1), (1, 0, 1, 12), 't']",6.129535489231746
422,"[(2, 1, 2), (0, 0, 1, 12), 't']",6.129923769233394
423,"[(1, 0, 0), (0, 1, 2, 12), 't']",6.139083576227743
424,"[(1, 0, 0), (1, 1, 2, 12), 't']",6.139083576227743
425,"[(1, 0, 0), (2, 1, 0, 12), 't']",6.139083576227743
426,"[(1, 0, 0), (2, 1, 1, 12), 't']",6.139083576227743
427,"[(1, 0, 0), (2, 1, 2, 12), 't']",6.139083576227743
428,"[(1, 0, 2), (1, 0, 2, 12), 't']",6.143231472710047
429,"[(2, 1, 2), (0, 1, 0, 12), 'c']",6.156234217573991
430,"[(0, 1, 0), (0, 0, 2, 12), 'ct']",6.170798306319486
431,"[(0, 1, 1), (2, 0, 0, 12), 'c']",6.171428512565017
432,"[(1, 0, 2), (1, 0, 1, 12), 't']",6.17351256804491
433,"[(2, 0, 0), (2, 0, 2, 12), 't']",6.177941683122612
434,"[(0, 1, 2), (2, 0, 2, 12), 'c']",6.1847068636320035
435,"[(2, 0, 0), (2, 0, 1, 12), 't']",6.207379255309309
436,"[(2, 0, 2), (0, 1, 1, 12), 'c']",6.216751094611705
437,"[(1, 0, 2), (1, 0, 0, 12), 't']",6.218907414501258
438,"[(1, 0, 1), (2, 0, 1, 12), 'ct']",6.225119452737382
439,"[(1, 0, 0), (1, 0, 2, 12), 'c']",6.225200239798026
440,"[(2, 0, 1), (2, 0, 0, 12), 'c']",6.225412444275837
441,"[(1, 1, 1), (2, 0, 1, 12), 'c']",6.233428311896233
442,"[(2, 1, 2), (1, 0, 1, 12), 'c']",6.245967516173237
443,"[(2, 1, 2), (1, 0, 0, 12), 't']",6.262635516753639
444,"[(0, 0, 2), (1, 0, 0, 12), 'c']",6.2753474777634315
445,"[(2, 0, 1), (0, 1, 1, 12), 'c']",6.281683347534802
446,"[(1, 0, 1), (1, 1, 1, 12), 't']",6.28756951705422
447,"[(2, 1, 2), (0, 0, 1, 12), 'ct']",6.295301046553047
448,"[(2, 0, 2), (0, 0, 1, 12), 'ct']",6.295558391475848
449,"[(0, 0, 0), (0, 1, 0, 12), 'c']",6.297766727423925
450,"[(1, 1, 1), (2, 0, 2, 12), 'c']",6.298122680484294
451,"[(0, 1, 1), (0, 1, 2, 12), 'c']",6.298276885593559
452,"[(0, 1, 1), (1, 1, 2, 12), 'c']",6.298276885593559
453,"[(0, 1, 1), (2, 1, 2, 12), 'c']",6.298276885593559
454,"[(0, 0, 1), (0, 0, 2, 12), 'c']",6.300997825990534
455,"[(1, 1, 1), (2, 0, 0, 12), 't']",6.3155627192846575
456,"[(1, 1, 2), (2, 1, 0, 12), 'c']",6.323392514429373
457,"[(1, 1, 2), (2, 1, 1, 12), 'c']",6.323392514429373
458,"[(2, 0, 1), (0, 0, 1, 12), 't']",6.340661135769158
459,"[(1, 0, 0), (2, 0, 2, 12), 't']",6.344043405428887
460,"[(1, 0, 0), (2, 0, 1, 12), 't']",6.3443509887335265
461,"[(1, 1, 0), (0, 0, 2, 12), 'ct']",6.345850351986947
462,"[(2, 1, 2), (1, 0, 0, 12), 'c']",6.348377924541825
463,"[(2, 0, 1), (0, 1, 1, 12), 't']",6.356368557623418
464,"[(0, 1, 2), (0, 0, 2, 12), 'c']",6.362061259236958
465,"[(0, 1, 2), (0, 1, 0, 12), 'c']",6.367963147881847
466,"[(2, 1, 1), (1, 0, 0, 12), 'ct']",6.401139603780806
467,"[(2, 0, 0), (2, 0, 0, 12), 'c']",6.401677426609808
468,"[(0, 0, 0), (2, 0, 1, 12), 't']",6.405231240889296
469,"[(1, 0, 2), (0, 0, 2, 12), 'c']",6.405716237658559
470,"[(1, 1, 2), (0, 1, 2, 12), 'c']",6.429930411379328
471,"[(1, 1, 2), (1, 1, 2, 12), 'c']",6.429930411379328
472,"[(1, 1, 2), (2, 1, 2, 12), 'c']",6.429930411379328
473,"[(0, 1, 2), (2, 0, 1, 12), 'c']",6.43757095489395
474,"[(2, 1, 1), (0, 0, 1, 12), 'ct']",6.467164763033449
475,"[(0, 0, 0), (0, 0, 2, 12), 't']",6.478173804781643
476,"[(2, 0, 1), (1, 0, 2, 12), 'ct']",6.486528943403437
477,"[(0, 1, 2), (2, 1, 0, 12), 'c']",6.501095213466301
478,"[(0, 1, 2), (2, 1, 1, 12), 'c']",6.501095213466301
479,"[(1, 0, 2), (2, 0, 1, 12), 't']",6.5040739824794365
480,"[(0, 1, 1), (2, 1, 0, 12), 'c']",6.542971097230486
481,"[(0, 1, 1), (2, 1, 1, 12), 'c']",6.542971097230486
482,"[(0, 1, 2), (0, 0, 0, 12), 'ct']",6.547988324941363
483,"[(0, 0, 0), (1, 0, 2, 12), 't']",6.554669784137691
484,"[(0, 1, 2), (0, 1, 2, 12), 't']",6.584173114274399
485,"[(0, 1, 2), (1, 1, 2, 12), 't']",6.584173114274399
486,"[(0, 1, 2), (2, 1, 2, 12), 't']",6.584173114274399
487,"[(0, 0, 0), (2, 0, 2, 12), 't']",6.589625844141773
488,"[(0, 0, 1), (0, 1, 0, 12), 'ct']",6.590436328583847
489,"[(2, 0, 0), (2, 0, 0, 12), 't']",6.596840406705967
490,"[(1, 1, 2), (1, 0, 1, 12), 't']",6.597543153712013
491,"[(1, 0, 1), (2, 0, 0, 12), 't']",6.603185152649501
492,"[(0, 0, 0), (2, 0, 1, 12), 'ct']",6.613899701477626
493,"[(1, 1, 1), (1, 0, 2, 12), 't']",6.642926726333044
494,"[(2, 1, 1), (1, 0, 1, 12), 'c']",6.6545612350299015
495,"[(1, 0, 0), (2, 0, 0, 12), 'ct']",6.6556836757241795
496,"[(0, 0, 2), (0, 0, 1, 12), 't']",6.661772828182279
497,"[(2, 1, 0), (0, 1, 0, 12), 'ct']",6.663380942834846
498,"[(1, 0, 0), (2, 0, 1, 12), 'c']",6.672979524923823
499,"[(1, 0, 0), (2, 0, 2, 12), 'c']",6.676777894546083
500,"[(1, 1, 2), (1, 0, 1, 12), 'c']",6.677443659147151
501,"[(0, 0, 0), (0, 0, 1, 12), 't']",6.697484839632236
502,"[(2, 1, 1), (0, 0, 1, 12), 'c']",6.70005006455224
503,"[(0, 0, 1), (2, 0, 1, 12), 'ct']",6.728158181705382
504,"[(0, 1, 2), (0, 1, 1, 12), 'c']",6.731964711267575
505,"[(2, 1, 1), (0, 0, 1, 12), 't']",6.741362300940829
506,"[(2, 0, 2), (1, 0, 0, 12), 'ct']",6.7419643015267665
507,"[(0, 0, 0), (2, 0, 0, 12), 't']",6.753751510204434
508,"[(2, 0, 0), (0, 1, 0, 12), 'ct']",6.756207086074352
509,"[(1, 0, 2), (0, 0, 2, 12), 't']",6.762384846011937
510,"[(0, 0, 2), (1, 0, 1, 12), 'ct']",6.764066625483064
511,"[(1, 0, 2), (0, 1, 0, 12), 'c']",6.771042775350392
512,"[(2, 1, 2), (2, 0, 0, 12), 't']",6.774692519207226
513,"[(0, 0, 0), (2, 0, 0, 12), 'ct']",6.777502825317693
514,"[(0, 1, 0), (0, 1, 1, 12), 't']",6.794759194349089
515,"[(1, 0, 1), (0, 1, 0, 12), 'ct']",6.817747763347966
516,"[(2, 1, 2), (0, 0, 1, 12), 'c']",6.826280661339002
517,"[(2, 1, 2), (2, 1, 0, 12), 'c']",6.837045697250742
518,"[(2, 1, 2), (2, 1, 1, 12), 'c']",6.837045697250742
519,"[(2, 0, 2), (1, 0, 1, 12), 'ct']",6.838627744927585
520,"[(2, 0, 2), (2, 0, 0, 12), 'c']",6.849316028464512
521,"[(0, 1, 2), (1, 0, 2, 12), 'c']",6.849892142545568
522,"[(1, 0, 2), (1, 1, 1, 12), 'c']",6.854717739534008
523,"[(0, 1, 1), (2, 0, 1, 12), 'c']",6.916692294030762
524,"[(0, 0, 1), (2, 0, 1, 12), 't']",6.919254208661309
525,"[(2, 1, 2), (0, 1, 2, 12), 'c']",6.91999605246841
526,"[(2, 1, 2), (1, 1, 2, 12), 'c']",6.91999605246841
527,"[(2, 1, 2), (2, 1, 2, 12), 'c']",6.91999605246841
528,"[(0, 1, 0), (2, 0, 2, 12), 'ct']",6.922879042324356
529,"[(0, 0, 2), (1, 0, 2, 12), 'c']",6.926553171828992
530,"[(2, 0, 2), (2, 0, 2, 12), 't']",6.93408272387898
531,"[(2, 1, 1), (1, 0, 1, 12), 't']",6.942947962178472
532,"[(0, 1, 0), (2, 0, 1, 12), 'c']",6.952725630649851
533,"[(0, 1, 0), (2, 0, 0, 12), 'c']",6.953222885827224
534,"[(0, 0, 0), (2, 0, 2, 12), 'c']",6.984686170789154
535,"[(0, 1, 2), (1, 1, 0, 12), 'c']",6.989880237703915
536,"[(1, 0, 0), (2, 0, 0, 12), 'c']",6.9943801568167885
537,"[(0, 1, 1), (2, 0, 0, 12), 't']",6.999438987586097
538,"[(0, 1, 2), (2, 1, 0, 12), 't']",7.018617786939844
539,"[(0, 1, 2), (2, 1, 1, 12), 't']",7.018617786939844
540,"[(0, 0, 1), (2, 0, 2, 12), 'c']",7.02623897469485
541,"[(0, 0, 2), (2, 0, 1, 12), 't']",7.033164168877362
542,"[(0, 0, 2), (0, 0, 0, 12), 'c']",7.036169731304561
543,"[(0, 1, 2), (2, 0, 0, 12), 't']",7.041376846752509
544,"[(2, 1, 1), (0, 1, 0, 12), 'ct']",7.067345796870815
545,"[(0, 1, 0), (2, 0, 0, 12), 't']",7.095826625024851
546,"[(0, 1, 0), (1, 0, 2, 12), 'ct']",7.107878256797861
547,"[(0, 0, 1), (2, 0, 0, 12), 'ct']",7.136709293143718
548,"[(0, 0, 1), (2, 0, 0, 12), 't']",7.151266323141999
549,"[(1, 1, 0), (0, 1, 1, 12), 't']",7.204959152314363
550,"[(0, 1, 1), (2, 0, 2, 12), 'c']",7.239241230352026
551,"[(1, 0, 2), (2, 0, 0, 12), 't']",7.25731555076366
552,"[(2, 1, 0), (0, 1, 2, 12), 't']",7.263982996394063
553,"[(2, 1, 0), (1, 1, 2, 12), 't']",7.263982996394063
554,"[(2, 1, 0), (2, 1, 0, 12), 't']",7.2639829963943505
555,"[(2, 1, 0), (2, 1, 1, 12), 't']",7.2639829963943505
556,"[(2, 1, 0), (2, 1, 2, 12), 't']",7.2639829963943505
557,"[(0, 1, 1), (2, 0, 1, 12), 't']",7.280700301738436
558,"[(1, 0, 2), (2, 0, 2, 12), 'c']",7.306171742026475
559,"[(1, 1, 1), (0, 1, 0, 12), 'ct']",7.33218198867824
560,"[(1, 1, 0), (1, 1, 1, 12), 't']",7.360633358123273
561,"[(0, 1, 1), (0, 1, 1, 12), 'c']",7.370957182081575
562,"[(0, 1, 0), (2, 0, 1, 12), 't']",7.378612074740209
563,"[(0, 1, 0), (1, 1, 1, 12), 't']",7.3794919476486465
564,"[(1, 1, 2), (1, 1, 1, 12), 'c']",7.418823081658016
565,"[(0, 1, 2), (2, 0, 1, 12), 'ct']",7.420897112031567
566,"[(1, 0, 0), (2, 0, 0, 12), 't']",7.4284827498363715
567,"[(0, 1, 0), (0, 1, 1, 12), 'c']",7.428756254380137
568,"[(2, 0, 1), (0, 1, 0, 12), 'ct']",7.461592656851193
569,"[(0, 0, 2), (2, 0, 0, 12), 't']",7.4914582535059315
570,"[(1, 1, 2), (1, 0, 2, 12), 'c']",7.4917924095971635
571,"[(2, 0, 0), (1, 1, 1, 12), 't']",7.509649573052454
572,"[(0, 0, 1), (1, 0, 2, 12), 'c']",7.539924949285055
573,"[(0, 0, 0), (0, 1, 1, 12), 'ct']",7.593236245690625
574,"[(0, 0, 2), (2, 0, 1, 12), 'c']",7.600881614841199
575,"[(0, 1, 2), (2, 0, 0, 12), 'c']",7.609614800371127
576,"[(1, 0, 2), (0, 1, 0, 12), 'ct']",7.622448594603877
577,"[(1, 1, 0), (1, 0, 2, 12), 'ct']",7.633322075990893
578,"[(0, 0, 2), (2, 0, 0, 12), 'c']",7.659538846702545
579,"[(0, 0, 2), (1, 1, 0, 12), 't']",7.666421431121414
580,"[(1, 1, 2), (0, 1, 1, 12), 'c']",7.6805437604048015
581,"[(2, 0, 2), (2, 0, 0, 12), 't']",7.7111943715222955
582,"[(0, 1, 2), (1, 1, 0, 12), 't']",7.717109461484254
583,"[(0, 1, 1), (0, 1, 0, 12), 'ct']",7.738129593687148
584,"[(2, 0, 2), (1, 0, 1, 12), 't']",7.740604456888246
585,"[(2, 1, 1), (0, 1, 2, 12), 'c']",7.747631967108579
586,"[(2, 1, 1), (1, 1, 2, 12), 'c']",7.747631967108579
587,"[(2, 1, 1), (2, 1, 0, 12), 'c']",7.747631967108579
588,"[(2, 1, 1), (2, 1, 1, 12), 'c']",7.747631967108579
589,"[(2, 1, 1), (2, 1, 2, 12), 'c']",7.747631967108579
590,"[(0, 1, 1), (0, 0, 2, 12), 'ct']",7.769005724919087
591,"[(1, 1, 2), (2, 0, 1, 12), 'ct']",7.803410021888735
592,"[(0, 1, 1), (1, 1, 1, 12), 'c']",7.813300380336095
593,"[(2, 1, 1), (1, 1, 1, 12), 'c']",7.86164491964028
594,"[(0, 1, 0), (2, 0, 0, 12), 'ct']",7.87223134898025
595,"[(0, 1, 2), (0, 1, 1, 12), 't']",7.894629523184173
596,"[(2, 0, 1), (2, 0, 0, 12), 'ct']",7.921029060613324
597,"[(1, 1, 2), (2, 0, 0, 12), 't']",7.929763340934493
598,"[(1, 0, 2), (0, 0, 1, 12), 't']",7.933689604942313
599,"[(2, 0, 2), (2, 0, 2, 12), 'c']",7.946936395352488
600,"[(0, 1, 1), (1, 0, 2, 12), 'ct']",7.985208460696704
601,"[(0, 1, 0), (1, 1, 1, 12), 'c']",8.00017675778008
602,"[(2, 1, 0), (2, 0, 2, 12), 't']",8.035658105688366
603,"[(2, 0, 2), (0, 0, 1, 12), 't']",8.067367172597116
604,"[(0, 1, 2), (2, 0, 0, 12), 'ct']",8.070023876648666
605,"[(1, 0, 2), (2, 0, 2, 12), 't']",8.102987823043085
606,"[(1, 1, 1), (1, 0, 2, 12), 'c']",8.123922823613444
607,"[(0, 1, 0), (2, 0, 1, 12), 'ct']",8.125544974962416
608,"[(0, 0, 1), (0, 0, 2, 12), 't']",8.131575326848445
609,"[(0, 1, 1), (2, 0, 1, 12), 'ct']",8.132519683307834
610,"[(0, 0, 1), (0, 0, 0, 12), 'c']",8.169249356673603
611,"[(2, 1, 0), (2, 0, 1, 12), 't']",8.199376545873804
612,"[(1, 0, 1), (0, 1, 1, 12), 't']",8.21085775214635
613,"[(0, 0, 1), (2, 0, 2, 12), 't']",8.29830707039205
614,"[(0, 0, 1), (2, 0, 1, 12), 'c']",8.355049755409263
615,"[(1, 0, 1), (1, 1, 0, 12), 't']",8.377261747997027
616,"[(2, 1, 1), (2, 0, 2, 12), 'c']",8.41517577148606
617,"[(0, 0, 1), (2, 0, 0, 12), 'c']",8.41788199198055
618,"[(0, 0, 2), (2, 0, 2, 12), 'c']",8.424306127741579
619,"[(0, 1, 1), (2, 0, 0, 12), 'ct']",8.426171419450602
620,"[(2, 1, 1), (2, 0, 1, 12), 'c']",8.463403388632814
621,"[(0, 0, 0), (2, 0, 1, 12), 'c']",8.550852431011961
622,"[(0, 0, 0), (0, 1, 0, 12), 't']",8.560517443791637
623,"[(0, 0, 0), (2, 0, 0, 12), 'c']",8.56827232684577
624,"[(0, 1, 2), (1, 1, 1, 12), 't']",8.568343430016265
625,"[(1, 0, 0), (0, 1, 1, 12), 'c']",8.572893377624423
626,"[(1, 1, 1), (2, 0, 1, 12), 'ct']",8.599585385800602
627,"[(1, 0, 2), (1, 1, 0, 12), 'c']",8.624635985504652
628,"[(1, 1, 0), (1, 1, 0, 12), 't']",8.634558257923674
629,"[(0, 1, 2), (0, 0, 2, 12), 'ct']",8.705467259690298
630,"[(0, 0, 1), (1, 0, 2, 12), 't']",8.755485322329918
631,"[(0, 1, 0), (2, 1, 0, 12), 'ct']",8.836652414562684
632,"[(0, 1, 0), (2, 1, 1, 12), 'ct']",8.836652414562684
633,"[(0, 1, 0), (0, 1, 2, 12), 'ct']",8.836652414563062
634,"[(0, 1, 0), (1, 1, 2, 12), 'ct']",8.836652414563062
635,"[(0, 1, 0), (2, 1, 2, 12), 'ct']",8.836652414563062
636,"[(2, 1, 0), (1, 0, 2, 12), 't']",8.854649638268528
637,"[(0, 0, 0), (1, 1, 1, 12), 'ct']",8.918851372484143
638,"[(0, 1, 0), (1, 1, 0, 12), 'c']",8.927344549631316
639,"[(1, 0, 1), (0, 0, 2, 12), 'ct']",8.928409066360524
640,"[(2, 0, 0), (1, 0, 2, 12), 'ct']",8.934648766583152
641,"[(1, 1, 1), (1, 1, 1, 12), 'ct']",8.960712996924856
642,"[(0, 0, 1), (1, 1, 0, 12), 't']",9.073368829897237
643,"[(1, 0, 0), (1, 1, 1, 12), 't']",9.08290292293499
644,"[(2, 1, 0), (1, 0, 2, 12), 'c']",9.16122577318998
645,"[(2, 1, 2), (1, 1, 0, 12), 'c']",9.233730389442895
646,"[(2, 0, 0), (0, 1, 1, 12), 'c']",9.276276672183819
647,"[(1, 1, 0), (0, 1, 1, 12), 'c']",9.287276357211041
648,"[(1, 0, 0), (0, 1, 1, 12), 't']",9.30609665440891
649,"[(0, 0, 0), (1, 1, 0, 12), 't']",9.451819609964204
650,"[(2, 0, 2), (2, 0, 1, 12), 't']",9.592754021251436
651,"[(0, 1, 2), (1, 0, 2, 12), 't']",9.627709400901244
652,"[(0, 0, 2), (0, 1, 0, 12), 'ct']",9.639886456850759
653,"[(0, 0, 2), (0, 0, 2, 12), 't']",9.665136667191351
654,"[(0, 0, 1), (0, 0, 0, 12), 't']",9.686661318684914
655,"[(1, 0, 1), (1, 1, 0, 12), 'c']",9.711776291096475
656,"[(1, 1, 1), (0, 1, 1, 12), 'ct']",9.729718425178561
657,"[(0, 1, 1), (2, 0, 2, 12), 't']",9.767749461913608
658,"[(0, 1, 0), (0, 1, 1, 12), 'ct']",9.774114692700483
659,"[(0, 0, 2), (1, 0, 2, 12), 't']",9.77499640671859
660,"[(1, 1, 2), (0, 0, 2, 12), 'ct']",9.931964568443723
661,"[(0, 0, 2), (0, 0, 0, 12), 't']",9.987487677418885
662,"[(1, 1, 1), (1, 0, 2, 12), 'ct']",10.010407144480347
663,"[(1, 1, 0), (1, 1, 1, 12), 'c']",10.04023317280092
664,"[(1, 0, 1), (2, 0, 1, 12), 't']",10.046641932342164
665,"[(2, 1, 0), (0, 0, 2, 12), 'ct']",10.077555991014648
666,"[(1, 0, 0), (1, 1, 1, 12), 'c']",10.13013444051862
667,"[(0, 0, 2), (2, 0, 2, 12), 't']",10.173056869821488
668,"[(2, 0, 1), (1, 1, 1, 12), 'c']",10.222075616082114
669,"[(1, 0, 2), (0, 1, 1, 12), 't']",10.3034544685471
670,"[(2, 1, 2), (1, 0, 2, 12), 'c']",10.342142716801778
671,"[(2, 1, 2), (2, 0, 0, 12), 'ct']",10.354457557981352
672,"[(2, 1, 2), (2, 0, 2, 12), 'ct']",10.381327894731834
673,"[(2, 0, 0), (0, 1, 1, 12), 't']",10.38142151064546
674,"[(0, 1, 0), (1, 1, 1, 12), 'ct']",10.381548281708078
675,"[(0, 0, 0), (1, 1, 0, 12), 'ct']",10.38548581098366
676,"[(2, 1, 1), (0, 1, 2, 12), 't']",10.386685106654419
677,"[(2, 1, 1), (1, 1, 2, 12), 't']",10.386685106654419
678,"[(2, 1, 1), (2, 1, 0, 12), 't']",10.386685106654419
679,"[(2, 1, 1), (2, 1, 1, 12), 't']",10.386685106654419
680,"[(2, 1, 1), (2, 1, 2, 12), 't']",10.386685106654419
681,"[(2, 0, 0), (1, 1, 1, 12), 'c']",10.432435207446458
682,"[(2, 0, 2), (2, 1, 0, 12), 't']",10.546637800265877
683,"[(2, 0, 2), (2, 1, 1, 12), 't']",10.546637800265877
684,"[(0, 1, 0), (1, 1, 0, 12), 'ct']",10.555714424452537
685,"[(2, 0, 2), (0, 1, 2, 12), 't']",10.57096644351103
686,"[(2, 0, 2), (1, 1, 2, 12), 't']",10.57096644351103
687,"[(2, 0, 2), (2, 1, 2, 12), 't']",10.57096644351103
688,"[(1, 1, 0), (1, 1, 0, 12), 'c']",10.660602369097825
689,"[(0, 1, 1), (2, 0, 2, 12), 'ct']",10.684582946710961
690,"[(1, 1, 0), (2, 0, 2, 12), 't']",10.708588343368175
691,"[(1, 1, 0), (2, 0, 1, 12), 't']",10.708796023913761
692,"[(0, 0, 0), (0, 1, 1, 12), 't']",10.795369542041463
693,"[(0, 1, 2), (1, 0, 2, 12), 'ct']",10.87967213401772
694,"[(1, 1, 1), (1, 1, 0, 12), 'ct']",10.884462839165685
695,"[(1, 0, 2), (0, 0, 2, 12), 'ct']",10.959899351897489
696,"[(0, 0, 0), (0, 0, 0, 12), 'c']",11.001237407175136
697,"[(0, 0, 0), (0, 1, 2, 12), 'ct']",11.088095107993025
698,"[(0, 0, 0), (1, 1, 2, 12), 'ct']",11.088095107993025
699,"[(0, 0, 0), (2, 1, 0, 12), 'ct']",11.088095107993025
700,"[(0, 0, 0), (2, 1, 1, 12), 'ct']",11.088095107993025
701,"[(0, 0, 0), (2, 1, 2, 12), 'ct']",11.088095107993025
702,"[(2, 1, 2), (2, 0, 1, 12), 't']",11.145803413508714
703,"[(2, 1, 0), (1, 0, 2, 12), 'ct']",11.155471124818511
704,"[(0, 0, 1), (1, 1, 1, 12), 't']",11.167198314956112
705,"[(1, 1, 1), (0, 1, 2, 12), 'ct']",11.173540423879308
706,"[(1, 1, 1), (1, 1, 2, 12), 'ct']",11.173540423879308
707,"[(1, 1, 1), (2, 1, 2, 12), 'ct']",11.173540423879308
708,"[(2, 1, 0), (2, 0, 1, 12), 'ct']",11.218634756255888
709,"[(2, 1, 0), (2, 0, 2, 12), 'ct']",11.225967855048742
710,"[(1, 0, 0), (1, 1, 0, 12), 'c']",11.227703361645402
711,"[(1, 1, 1), (0, 1, 2, 12), 't']",11.353798447342884
712,"[(1, 1, 1), (1, 1, 2, 12), 't']",11.353798447342884
713,"[(1, 1, 1), (2, 1, 2, 12), 't']",11.353798447342884
714,"[(1, 1, 0), (1, 1, 1, 12), 'ct']",11.637287295321553
715,"[(1, 1, 1), (2, 1, 0, 12), 'ct']",11.656239847471246
716,"[(1, 1, 1), (2, 1, 1, 12), 'ct']",11.656239847471246
717,"[(0, 0, 0), (1, 1, 1, 12), 't']",11.713900797066326
718,"[(0, 1, 1), (0, 1, 2, 12), 'ct']",11.748395692189288
719,"[(0, 1, 1), (1, 1, 2, 12), 'ct']",11.748395692189288
720,"[(0, 1, 1), (2, 1, 2, 12), 'ct']",11.748395692189288
721,"[(1, 1, 1), (2, 1, 0, 12), 't']",11.800737142476281
722,"[(1, 1, 1), (2, 1, 1, 12), 't']",11.800737142476281
723,"[(0, 0, 1), (0, 1, 1, 12), 't']",11.853522600648706
724,"[(0, 1, 1), (0, 1, 1, 12), 'ct']",11.897366597713182
725,"[(0, 0, 0), (0, 0, 0, 12), 't']",12.11389631736543
726,"[(1, 0, 0), (1, 1, 0, 12), 't']",12.11967591155383
727,"[(1, 0, 2), (1, 1, 0, 12), 't']",12.129342511029494
728,"[(1, 0, 2), (1, 1, 1, 12), 't']",12.181899063460868
729,"[(1, 1, 0), (0, 1, 1, 12), 'ct']",12.35219795262585
730,"[(1, 1, 0), (0, 1, 2, 12), 'ct']",12.367909664855576
731,"[(1, 1, 0), (1, 1, 2, 12), 'ct']",12.367909664855576
