order_id,order_created_at,order_total_price,order_status,order_discounts,product_title,product_sku,product_quantity,product_discount,product_category,product_deparments,product_created_at,,,
13980,2019-01-04T20:15:25.000Z,,fulfilled,no,Tear-Aid Fabric Repair Kit,TEAR-AID,2,0.02,,,,,,
13968,2019-01-07T20:31:41.000Z,169.99,fulfilled,yes,"Vertigo Tenor Ukulele Case, Black",M80-VUT-BLK,1,0,Ukulele Cases & Gig Bags,,2018-05-31T18:01:09.000Z,,,
14059,2018-12-14T17:09:32.000Z,252.41,fulfilled,yes,"Classic FlyBy Backpack, Black",EFX-FLY-BLK,1,0,DJ Equipment Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
14060,2018-12-14T15:29:32.000Z,54.99,fulfilled,yes,"Doolittle Guitar Strap, Brown Sugar",M80-DLT-BRN,1,0,Guitar Straps,,2017-10-26T02:57:14.000Z,,,
14054,2018-12-16T11:19:44.000Z,249.99,fulfilled,yes,"Vertigo Electric Guitar Case, Grey",M80-VEG-GRY,1,0,Electric Guitar Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
14052,2018-12-16T13:48:06.000Z,64.99,fulfilled,yes,"Die Cut Wallet, Black",CVL-DCW-BLK,1,0,Wallets,,2017-10-26T02:57:14.000Z,,,
14053,2018-12-16T11:42:23.000Z,229.99,fulfilled,yes,"Classic FlyBy Backpack, Black",EFX-FLY-BLK,1,0,DJ Equipment Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
14051,2018-12-17T00:42:17.000Z,273.72,fulfilled,no,"Pedalboard Accessories Kit, Black",PFX-PB-ACC-KIT,1,0,Pedalboards,,2018-06-28T00:43:55.000Z,,,
14051,2018-12-17T00:42:17.000Z,273.72,fulfilled,no,"Tour Accessory Case 2.0, Black",M80-TOUR-V2-BLK,1,0,Pedals & Pedalboards Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
14051,2018-12-17T00:42:17.000Z,273.72,fulfilled,no,"Pedalboard Medium, Black",PFX-PB-M-BLK,1,0,,,,,,
14057,2018-12-15T12:12:24.000Z,249.99,fulfilled,yes,"Vertigo Bass Guitar Case, Grey",M80-VEB-GRY,1,0,Bass Guitar Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
14058,2018-12-15T11:40:09.000Z,295.63,fulfilled,no,"Classic Dual Electric Guitar Case, Black",M80-2G-BLK,1,0,Electric Guitar Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
14058,2018-12-15T11:40:09.000Z,295.63,fulfilled,no,"Cymbal Case 24"", Black",M80-CY24-BLK,1,0,Drum & Percussion Cases & Gig Bags,,2018-02-01T02:03:39.000Z,,,
14050,2018-12-17T08:04:50.000Z,229.99,fulfilled,yes,"Classic FlyBy Backpack, Black",EFX-FLY-BLK,1,0,DJ Equipment Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
14055,2018-12-16T07:08:37.000Z,229.99,fulfilled,yes,"Classic Acoustic/Dreadnought Guitar Case, Black",M80-AD-BLK,1,0,Acoustic Guitar Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
13967,2019-01-08T17:47:25.000Z,,fulfilled,no,"Club Accessory Case 2.0, Black",M80-CLUB-V2-BLK,1,149.99,Pedals & Pedalboards Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
13964,2019-01-09T01:48:55.000Z,,fulfilled,no,Vertigo™ Electric Bass,M80-VEB-BLK,1,249.99,Bass Guitar Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
13966,2019-01-08T22:08:43.000Z,246.66,fulfilled,yes,"Classic OM/Classical Guitar Case, Black",M80-AC-BLK,1,0,Acoustic Guitar Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
13959,2019-01-10T12:01:23.000Z,64.99,fulfilled,yes,"Die Cut Wallet, Black",CVL-DCW-BLK,1,0,Wallets,,2017-10-26T02:57:14.000Z,,,
13961,2019-01-09T23:24:35.000Z,149.99,fulfilled,yes,"Sleeve Electric Guitar Case, Ash",M80-SEG-ASH,1,0,Electric Guitar Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
13963,2019-01-09T15:46:50.000Z,209.99,fulfilled,yes,"Cymbal Case 24"", Ash",M80-CY24-ASH,1,0,Drum & Percussion Cases & Gig Bags,,2018-02-01T02:03:39.000Z,,,
13960,2019-01-10T05:40:47.000Z,229.99,fulfilled,yes,"Classic Electric Guitar Case, Black",M80-EG-BLK,1,0,Electric Guitar Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
13962,2019-01-09T20:07:52.000Z,,fulfilled,no,Vertigo™ Electric Guitar,M80-VEG-BLK,1,249.99,Electric Guitar Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
13956,2019-01-11T11:08:57.000Z,225.21,fulfilled,yes,"Cymbal Case 24"", Black",M80-CY24-BLK,1,0,Drum & Percussion Cases & Gig Bags,,2018-02-01T02:03:39.000Z,,,
13957,2019-01-11T10:29:39.000Z,329.99,fulfilled,yes,"Classic Dual Electric Guitar Case, Black",M80-2G-BLK,1,0,Electric Guitar Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
13958,2019-01-10T18:19:39.000Z,299.98,fulfilled,yes,"Club Accessory Case 2.0, Black",M80-CLUB-V2-BLK,2,0,Pedals & Pedalboards Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
14112,2018-12-09T13:24:43.000Z,179.99,fulfilled,no,"Club Accessory Case 2.0, Black",M80-CLUB-V2-BLK,1,0,Pedals & Pedalboards Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
14112,2018-12-09T13:24:43.000Z,179.99,fulfilled,no,"Pedalboard Small, Silver",PFX-PB-S-SLV,1,0,,,,,,
13950,2019-01-13T23:51:23.000Z,,fulfilled,no,Strap Clip Medium,WCS-M-BLK,2,0.02,,,,,,
13952,2019-01-13T15:07:16.000Z,124.99,fulfilled,yes,"Pedalboard Lite, Black",PFX-PB-LT-BLK,1,0,Pedalboards,,2017-10-26T02:57:14.000Z,,,
13951,2019-01-13T15:38:07.000Z,319.98,fulfilled,yes,"Classic Electric Guitar Case, Black",M80-EG-BLK,1,0,Electric Guitar Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
13951,2019-01-13T15:38:07.000Z,319.98,fulfilled,yes,"Classic Tick Accessory Case 2.0, Black",M80-TICK-V2-BLK,1,0,Pedals & Pedalboards Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
13949,2019-01-14T07:18:55.000Z,64.99,fulfilled,yes,"Die Cut Wallet, Black",CVL-DCW-BLK,1,0,Wallets,,2017-10-26T02:57:14.000Z,,,
13954,2019-01-11T17:13:45.000Z,249.99,fulfilled,yes,"Vertigo Semi-Hollow Guitar Case, Black",M80-VHB-BLK,1,0,Electric Guitar Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
13955,2019-01-11T14:14:16.000Z,,fulfilled,no,"Classic FlyBy Backpack, Black",EFX-FLY-BLK,1,0,DJ Equipment Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
14008,2018-12-27T08:57:09.000Z,144.98,,yes,"Doolittle Guitar Strap, True Black",M80-DLT-BLK,1,0,Guitar Straps,,2017-10-26T02:57:14.000Z,,,
14008,2018-12-27T08:57:09.000Z,144.98,,yes,"Classic Tick Accessory Case 2.0, Black",M80-TICK-V2-BLK,1,0,Pedals & Pedalboards Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
13953,2019-01-12T19:36:25.000Z,268.11,,yes,"Vertigo Electric Guitar Case, Black",M80-VEG-BLK,1,0,Electric Guitar Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
13946,2019-01-14T20:23:34.000Z,268.11,,yes,"Vertigo Electric Guitar Case, Black",M80-VEG-BLK,1,0,Electric Guitar Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
13948,2019-01-14T10:30:19.000Z,252.41,fulfilled,yes,"Classic FlyBy Backpack, Black",EFX-FLY-BLK,1,0,DJ Equipment Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
28704,2019-01-14T22:54:34.000Z,,fulfilled,no,"Sleeve Bass Guitar Case, Black",M80-SEB-BLK,1,149.99,Bass Guitar Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
14023,2018-12-22T12:53:16.000Z,269.98,fulfilled,no,"Tour Accessory Case 2.0, Black",M80-TOUR-V2-BLK,1,0,Pedals & Pedalboards Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
14023,2018-12-22T12:53:16.000Z,269.98,fulfilled,no,"Die Cut Wallet, Black",CVL-DCW-BLK,1,0,Wallets,,2017-10-26T02:57:14.000Z,,,
14023,2018-12-22T12:53:16.000Z,269.98,fulfilled,no,"Pedalboard Medium, Black",PFX-PB-M-BLK,1,0,,,,,,
13947,2019-01-14T14:20:28.000Z,329.99,fulfilled,yes,"Classic Dual Bass Guitar Case, Black",M80-2B-BLK,1,0,Bass Guitar Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
28781,2019-01-15T13:06:18.000Z,64.99,fulfilled,yes,"Loop Laptop Sleeve 13"", Black",CVL-LLT-13-BLK,1,0,Gifts,,2017-10-26T02:57:14.000Z,,,
28756,2019-01-16T02:04:24.000Z,,fulfilled,no,"Classic Dual Bass Guitar Case, Black",M80-2B-BLK,1,329.99,Bass Guitar Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
28752,2019-01-16T00:45:24.000Z,,fulfilled,no,Strap Clip Medium,WCS-M-BLK,2,0.02,,,,,,
28723,2019-01-15T21:23:23.000Z,268.11,fulfilled,yes,"Vertigo Electric Guitar Case, Black",M80-VEG-BLK,1,0,Electric Guitar Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
14155,2018-12-04T10:59:17.000Z,379.98,fulfilled,no,"Club Accessory Case 2.0, Black",M80-CLUB-V2-BLK,1,0,Pedals & Pedalboards Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
14155,2018-12-04T10:59:17.000Z,379.98,fulfilled,no,"Stealth Bass Guitar Case, Black",M80-STEB-BLK,1,0,Bass Guitar Cases & Gig Bags,,2018-06-28T00:43:55.000Z,,,
14155,2018-12-04T10:59:17.000Z,379.98,fulfilled,no,"Pedalboard Small, Silver",PFX-PB-S-SLV,1,0,,,,,,
28814,2019-01-17T01:10:05.000Z,,fulfilled,no,Strap Clip Medium,WCS-M-BLK,2,0.02,,,,,,
28772,2019-01-16T16:55:20.000Z,144.98,fulfilled,yes,"Doolittle Guitar Strap, True Black",M80-DLT-BLK,1,0,Guitar Straps,,2017-10-26T02:57:14.000Z,,,
28772,2019-01-16T16:55:20.000Z,144.98,fulfilled,yes,"Classic Tick Accessory Case 2.0, Black",M80-TICK-V2-BLK,1,0,Pedals & Pedalboards Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
28788,2019-01-16T20:15:02.000Z,,fulfilled,no,"Classic Electric Guitar Case, Black",M80-EG-BLK,1,229.99,Electric Guitar Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
13996,2018-12-31T08:35:02.000Z,235.94,fulfilled,no,"Tour Accessory Case 2.0, Black",M80-TOUR-V2-BLK,1,0,Pedals & Pedalboards Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
13996,2018-12-31T08:35:02.000Z,235.94,fulfilled,no,"Pedalboard Medium, Black",PFX-PB-M-BLK,1,0,,,,,,
28837,2019-01-16T12:18:04.000Z,214.49,fulfilled,yes,"Stealth Electric Guitar Case, Black",M80-STEG-BLK,1,0,Electric Guitar Cases & Gig Bags,,2018-05-31T18:01:09.000Z,,,
28832,2019-01-17T07:32:22.000Z,335.99,fulfilled,no,"Classic OM/Classical Guitar Case, Black",M80-AC-BLK,1,0,Acoustic Guitar Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
28832,2019-01-17T07:32:22.000Z,335.99,fulfilled,no,"Vertigo Semi-Hollow Guitar Case, Black",M80-VHB-BLK,1,0,Electric Guitar Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
14131,2018-12-05T19:45:06.000Z,219.99,fulfilled,no,"Tour Accessory Case 2.0, Black",M80-TOUR-V2-BLK,1,0,Pedals & Pedalboards Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
14131,2018-12-05T19:45:06.000Z,219.99,fulfilled,no,"Pedalboard Medium, Black",PFX-PB-M-BLK,1,0,,,,,,
17207,2018-11-27T16:19:17.000Z,219.99,fulfilled,no,"Tour Accessory Case 2.0, Black",M80-TOUR-V2-BLK,1,0,Pedals & Pedalboards Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
17207,2018-11-27T16:19:17.000Z,219.99,fulfilled,no,"Pedalboard Medium, Black",PFX-PB-M-BLK,1,0,,,,,,
14069,2018-12-13T19:16:11.000Z,219.99,fulfilled,no,"Tour Accessory Case 2.0, Black",M80-TOUR-V2-BLK,1,0,Pedals & Pedalboards Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
14069,2018-12-13T19:16:11.000Z,219.99,fulfilled,no,"Pedalboard Medium, Black",PFX-PB-M-BLK,1,0,,,,,,
14011,2018-12-26T08:54:26.000Z,249.98,fulfilled,no,"Pedalboard Accessories Kit, Black",PFX-PB-ACC-KIT,1,0,Pedalboards,,2018-06-28T00:43:55.000Z,,,
14011,2018-12-26T08:54:26.000Z,249.98,fulfilled,no,"Tour Accessory Case 2.0, Black",M80-TOUR-V2-BLK,1,0,Pedals & Pedalboards Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
14011,2018-12-26T08:54:26.000Z,249.98,fulfilled,no,"Pedalboard Medium, Black",PFX-PB-M-BLK,1,0,,,,,,
28838,2019-01-16T11:38:39.000Z,353.91,fulfilled,yes,"Classic Dual Acoustic/Electric Guitar Case, Black",M80-2A-BLK,1,0,Electric Guitar Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
14016,2018-12-25T08:45:02.000Z,235.94,fulfilled,no,"Tour Accessory Case 2.0, Black",M80-TOUR-V2-BLK,1,0,Pedals & Pedalboards Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
14016,2018-12-25T08:45:02.000Z,235.94,fulfilled,no,"Pedalboard Medium, Black",PFX-PB-M-BLK,1,0,,,,,,
13993,2018-12-31T16:11:25.000Z,219.99,fulfilled,no,"Tour Accessory Case 2.0, Black",M80-TOUR-V2-BLK,1,0,Pedals & Pedalboards Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
13993,2018-12-31T16:11:25.000Z,219.99,fulfilled,no,"Pedalboard Medium, Black",PFX-PB-M-BLK,1,0,,,,,,
28780,2019-01-16T17:37:14.000Z,,fulfilled,no,"Classic Dual Acoustic/Electric Guitar Case, Black",M80-2A-BLK,1,329.99,Electric Guitar Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
14160,2018-12-04T08:38:41.000Z,219.99,fulfilled,no,"Tour Accessory Case 2.0, Black",M80-TOUR-V2-BLK,1,0,Pedals & Pedalboards Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
14160,2018-12-04T08:38:41.000Z,219.99,fulfilled,no,"Pedalboard Medium, Black",PFX-PB-M-BLK,1,0,,,,,,
14014,2018-12-25T13:35:09.000Z,219.99,fulfilled,no,"Tour Accessory Case 2.0, Black",M80-TOUR-V2-BLK,1,0,Pedals & Pedalboards Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
14014,2018-12-25T13:35:09.000Z,219.99,fulfilled,no,"Pedalboard Medium, Black",PFX-PB-M-BLK,1,0,,,,,,
14005,2018-12-27T14:47:58.000Z,219.99,fulfilled,no,"Tour Accessory Case 2.0, Black",M80-TOUR-V2-BLK,1,0,Pedals & Pedalboards Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
14005,2018-12-27T14:47:58.000Z,219.99,fulfilled,no,"Pedalboard Medium, Black",PFX-PB-M-BLK,1,0,,,,,,
28801,2019-01-16T22:00:24.000Z,165.15,fulfilled,no,"Stealth Bass Guitar Case, Black",M80-STEB-BLK,1,59.99,Bass Guitar Cases & Gig Bags,,2018-06-28T00:43:55.000Z,,,
14154,2018-12-04T12:11:08.000Z,219.99,fulfilled,no,"Tour Accessory Case 2.0, Black",M80-TOUR-V2-BLK,1,0,Pedals & Pedalboards Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
14154,2018-12-04T12:11:08.000Z,219.99,fulfilled,no,"Pedalboard Medium, Black",PFX-PB-M-BLK,1,0,,,,,,
14056,2018-12-15T12:45:15.000Z,219.99,fulfilled,no,"Tour Accessory Case 2.0, Black",M80-TOUR-V2-BLK,1,0,Pedals & Pedalboards Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
14056,2018-12-15T12:45:15.000Z,219.99,fulfilled,no,"Pedalboard Medium, Black",PFX-PB-M-BLK,1,0,,,,,,
13983,2019-01-02T23:02:15.000Z,235.94,fulfilled,yes,"Pedalboard Medium, Black",PFX-PB-M-BLK,1,0,,,,,,
13992,2018-12-31T19:30:17.000Z,219.99,fulfilled,no,"Tour Accessory Case 2.0, Black",M80-TOUR-V2-BLK,1,0,Pedals & Pedalboards Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
13992,2018-12-31T19:30:17.000Z,219.99,fulfilled,no,"Pedalboard Medium, Black",PFX-PB-M-BLK,1,0,,,,,,
28867,2019-01-17T11:58:59.000Z,329.99,fulfilled,yes,"Classic Dual Acoustic/Electric Guitar Case, Black",M80-2A-BLK,1,0,Electric Guitar Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
28842,2019-01-17T19:35:50.000Z,170.1,fulfilled,no,"Classic Tick Accessory Case 2.0, Black",M80-TICK-V2-BLK,1,0,Pedals & Pedalboards Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
28842,2019-01-17T19:35:50.000Z,170.1,fulfilled,no,"Pedalboard Lite, Black",PFX-PB-LT-BLK,1,0,Pedalboards,,2017-10-26T02:57:14.000Z,,,
28835,2019-01-17T16:00:39.000Z,186.13,fulfilled,yes,"Tour Accessory Case 2.0, Black",M80-TOUR-V2-BLK,1,0,Pedals & Pedalboards Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
14100,2018-12-10T17:08:48.000Z,179.99,fulfilled,no,"Club Accessory Case 2.0, Black",M80-CLUB-V2-BLK,1,0,Pedals & Pedalboards Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
14100,2018-12-10T17:08:48.000Z,179.99,fulfilled,no,"Pedalboard Small, Silver",PFX-PB-S-SLV,1,0,,,,,,
14195,2018-11-29T08:13:10.000Z,209.98,fulfilled,no,"Pedalboard Accessories Kit, Black",PFX-PB-ACC-KIT,1,0,Pedalboards,,2018-06-28T00:43:55.000Z,,,
14195,2018-11-29T08:13:10.000Z,209.98,fulfilled,no,"Club Accessory Case 2.0, Black",M80-CLUB-V2-BLK,1,0,Pedals & Pedalboards Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
14195,2018-11-29T08:13:10.000Z,209.98,fulfilled,no,"Pedalboard Small, Black",PFX-PB-S-BLK,1,0,,,,,,
14182,2018-12-02T07:52:30.000Z,179.99,fulfilled,no,"Club Accessory Case 2.0, Black",M80-CLUB-V2-BLK,1,0,Pedals & Pedalboards Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
14182,2018-12-02T07:52:30.000Z,179.99,fulfilled,no,"Pedalboard Small, Black",PFX-PB-S-BLK,1,0,,,,,,
14086,2018-12-11T21:11:36.000Z,193.04,fulfilled,no,"Club Accessory Case 2.0, Black",M80-CLUB-V2-BLK,1,0,Pedals & Pedalboards Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
14086,2018-12-11T21:11:36.000Z,193.04,fulfilled,no,"Pedalboard Small, Silver",PFX-PB-S-SLV,1,0,,,,,,
28844,2019-01-17T20:10:43.000Z,249.99,fulfilled,yes,"Vertigo Acoustic Guitar Case, Black",M80-VAD-BLK,1,0,Acoustic Guitar Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
14092,2018-12-11T13:13:14.000Z,,fulfilled,no,"Club Accessory Case 2.0, Black",M80-CLUB-V2-BLK,1,0,Pedals & Pedalboards Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
14092,2018-12-11T13:13:14.000Z,,fulfilled,no,"Pedalboard Small, Silver",PFX-PB-S-SLV,1,0,,,,,,
28965,2019-01-19T14:25:34.000Z,203.99,fulfilled,no,"Classic Tick Accessory Case 2.0, Grey",M80-TICK-V2-GRY,1,0,Pedals & Pedalboards Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
28965,2019-01-19T14:25:34.000Z,203.99,fulfilled,no,"Sleeve Bass Guitar Case, Ash",M80-SEB-ASH,1,0,Bass Guitar Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
28939,2019-01-20T23:53:10.000Z,,fulfilled,no,"Classic Dual Electric Guitar Case, Black",M80-2G-BLK,1,329.99,Electric Guitar Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
28884,2019-01-19T15:12:24.000Z,246.66,fulfilled,yes,"Classic OM/Classical Guitar Case, Black",M80-AC-BLK,1,0,Acoustic Guitar Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
28932,2019-01-20T20:35:21.000Z,229.99,fulfilled,yes,"Classic FlyBy Backpack, Black",EFX-FLY-BLK,1,0,DJ Equipment Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
28963,2019-01-20T13:02:19.000Z,249.99,fulfilled,yes,"Vertigo Acoustic Guitar Case, Black",M80-VAD-BLK,1,0,Acoustic Guitar Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
28964,2019-01-20T09:10:31.000Z,249.99,fulfilled,yes,"Vertigo Electric Guitar Case, Grey",M80-VEG-GRY,1,0,Electric Guitar Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
28922,2019-01-20T15:19:07.000Z,102.58,fulfilled,yes,"Doolittle Guitar Strap, True Black",M80-DLT-BLK,2,0,Guitar Straps,,2017-10-26T02:57:14.000Z,,,
28940,2019-01-20T23:29:50.000Z,,fulfilled,no,"Vertigo Electric Guitar Case, Black",M80-VEG-BLK,1,249.99,Electric Guitar Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
28933,2019-01-20T20:32:38.000Z,,fulfilled,no,"Cymbal Case 22"", Black",M80-CY22-BLK,1,189.99,Drum & Percussion Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
28938,2019-01-20T23:01:29.000Z,,fulfilled,no,Tear-Aid Fabric Repair Kit,TEAR-AID,5,0.05,,,,,,
14025,2018-12-21T18:02:13.000Z,160.86,fulfilled,yes,"Sleeve Bass Guitar Case, Black",M80-SEB-BLK,1,0,Bass Guitar Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
14158,2018-12-04T09:07:59.000Z,179.99,fulfilled,no,"Club Accessory Case 2.0, Black",M80-CLUB-V2-BLK,1,0,Pedals & Pedalboards Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
14158,2018-12-04T09:07:59.000Z,179.99,fulfilled,no,"Pedalboard Small, Silver",PFX-PB-S-SLV,1,0,,,,,,
28959,2019-01-21T15:38:02.000Z,251.83,fulfilled,yes,"Classic OM/Classical Guitar Case, Black",M80-AC-BLK,1,0,Acoustic Guitar Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
13965,2019-01-08T23:16:56.000Z,182.31,fulfilled,yes,"Vertigo Tenor Ukulele Case, Black",M80-VUT-BLK,1,0,Ukulele Cases & Gig Bags,,2018-05-31T18:01:09.000Z,,,
29068,2019-01-23T07:44:43.000Z,148,fulfilled,no,"Cymbal Case 22"", Black",M80-CY22-BLK,1,0,Drum & Percussion Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
29071,2019-01-22T14:19:56.000Z,199.99,fulfilled,yes,"Classic Pro Pedalboard Case, Black",M80-PB3-BLK,1,0,Pedals & Pedalboards Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
29054,2019-01-23T00:23:36.000Z,,fulfilled,no,"Betty Guitar Strap, Long, Ash",M80-BTY-ASH-L,1,49.99,Guitar Straps,,2017-10-26T02:57:14.000Z,,,
29067,2019-01-23T08:11:52.000Z,329.99,fulfilled,yes,"Classic Dual Electric Guitar Case, Black",M80-2G-BLK,1,0,Electric Guitar Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
29092,2019-01-24T09:56:24.000Z,44.99,fulfilled,yes,"Pedalboard Accessories Kit, Black",PFX-PB-ACC-KIT,1,0,Pedalboards,,2018-06-28T00:43:55.000Z,,,
29093,2019-01-23T14:28:23.000Z,321.73,fulfilled,yes,"Sleeve Bass Guitar Case, Ash",M80-SEB-ASH,2,0,Bass Guitar Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
29094,2019-01-23T11:40:34.000Z,229.99,fulfilled,yes,"Classic FlyBy Backpack, Black",EFX-FLY-BLK,1,0,DJ Equipment Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
29114,2019-01-25T01:10:28.000Z,,fulfilled,no,Tear-Aid Fabric Repair Kit,TEAR-AID,2,0.02,,,,,,
29131,2019-01-25T23:21:41.000Z,179.99,fulfilled,yes,"Sleeve Acoustic Guitar Case, Ash",M80-SAD-ASH,1,0,Acoustic Guitar Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
29150,2019-01-26T15:41:05.000Z,,fulfilled,no,"Classic FlyBy Backpack, Black",EFX-FLY-BLK,1,0,DJ Equipment Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
29253,2019-01-27T12:31:36.000Z,214.49,fulfilled,yes,"Stealth Bass Guitar Case, Black",M80-STEB-BLK,1,0,Bass Guitar Cases & Gig Bags,,2018-06-28T00:43:55.000Z,,,
29152,2019-01-26T17:33:12.000Z,,fulfilled,no,Tear-Aid Fabric Repair Kit,TEAR-AID,1,0,,,,,,
29188,2019-01-27T15:45:37.000Z,,fulfilled,no,"Vertigo Semi-Hollow Guitar Case, Black",M80-VHB-BLK,1,0,Electric Guitar Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
29252,2019-01-28T10:53:06.000Z,329.99,fulfilled,yes,"Classic Dual Electric Guitar Case, Black",M80-2G-BLK,1,0,Electric Guitar Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
29254,2019-01-27T09:14:44.000Z,187.5,fulfilled,no,"Vertigo Electric Guitar Case, Black",M80-VEG-BLK,1,0,Electric Guitar Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
29248,2019-01-28T15:44:04.000Z,209.99,fulfilled,yes,"Cymbal Case 24"", Black",M80-CY24-BLK,1,0,Drum & Percussion Cases & Gig Bags,,2018-02-01T02:03:39.000Z,,,
29273,2019-01-29T01:18:29.000Z,,fulfilled,no,"Classic FlyBy Backpack, Black",EFX-FLY-BLK,1,229.99,DJ Equipment Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
29276,2019-01-29T05:08:00.000Z,,fulfilled,no,"Tour Accessory Case 2.0, Black",M80-TOUR-V2-BLK,1,0,Pedals & Pedalboards Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
29280,2019-01-29T09:49:56.000Z,175,fulfilled,no,"Vertigo Bass Guitar Case, Grey",M80-VEB-GRY,1,0,Bass Guitar Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
28720,2019-01-15T11:04:18.000Z,149.99,fulfilled,yes,"Snare Case, Black",M80-SN-BLK,1,0,Drum & Percussion Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
29281,2019-01-29T23:38:09.000Z,,fulfilled,no,"Club Accessory Case 2.0, Black",M80-CLUB-V2-BLK,1,149.99,Pedals & Pedalboards Cases & Gig Bags,,2017-10-26T02:57:14.000Z,,,
