,order_id,order_date,order_total_price,product_price,order_discounts,product_discount,order_status,product_title,product_sku,product_quantity,product_category,weekdays,sch_holidays
65,22664,2018-01-15,,189.99,no,189.99,fulfilled,Cymbal 22 (Black),M80-CY22-BLK,1,Drum & Percussion Cases & Gig Bags,1,Non Holidays
66,22683,2018-01-14,,189.99,no,189.99,fulfilled,Cymbal 22 (Black),M80-CY22-BLK,1,Drum & Percussion Cases & Gig Bags,7,Non Holidays
67,22657,2018-01-16,189.99,189.99,yes,0.0,fulfilled,Cymbal 22 (Black),M80-CY22-BLK,1,Drum & Percussion Cases & Gig Bags,2,Non Holidays
68,22653,2018-01-16,,249.99,no,249.99,fulfilled,Vertigo™ Electric Guitar,M80-VEG-BLK,1,Electric Guitar Cases & Gig Bags,2,Non Holidays
69,22654,2018-01-16,282.34,0.0,yes,0.0,fulfilled,Pedalboard Large (Silver),PFX-PB-L-SLV,1,,2,Non Holidays
70,22646,2018-01-17,,149.99,no,149.99,fulfilled,Pedalboard Club Case,M80-PB1-BLK,1,Pedals & Pedalboards Cases & Gig Bags,3,Non Holidays
71,22643,2018-01-17,247.52,229.99,yes,0.0,fulfilled,Acoustic (Dreadnought / Standard),M80-AD-BLK,1,Acoustic Guitar Cases & Gig Bags,3,Non Holidays
72,22628,2018-01-18,199.99,199.99,yes,0.0,fulfilled,Pro 2.0,M80-PRO-V2-BLK,1,Pedals & Pedalboards Cases & Gig Bags,4,Non Holidays
73,22627,2018-01-18,,0.0,yes,0.0,fulfilled,TEAR-AID,TEAR-AID,1,,4,Non Holidays
74,22624,2018-01-18,246.66,229.99,yes,0.0,fulfilled,Acoustic (Dreadnought / Standard),M80-AD-BLK,1,Acoustic Guitar Cases & Gig Bags,4,Non Holidays
75,22615,2018-01-19,,189.99,no,189.99,fulfilled,Cymbal 22 (Black),M80-CY22-BLK,1,Drum & Percussion Cases & Gig Bags,5,Non Holidays
76,22688,2018-01-12,72.24,59.99,yes,0.0,fulfilled,Passport Wallet (Jet Black),CVL-PPW-BLK,1,Wallets,5,Non Holidays
77,22611,2018-01-19,268.09,49.99,yes,0.0,fulfilled,The Betty (Black-Long),M80-BTY-BLK-L,2,Guitar Straps,5,Non Holidays
78,22611,2018-01-19,268.09,149.99,yes,0.0,fulfilled,Guitar Sleeve™,M80-SEG-BLK,1,Electric Guitar Cases & Gig Bags,5,Non Holidays
79,22609,2018-01-21,,0.0,yes,0.0,fulfilled,TEAR-AID,TEAR-AID,1,,7,Non Holidays
80,22614,2018-01-19,249.99,249.99,yes,0.0,fulfilled,Vertigo™ Electric Guitar,M80-VEG-BLK,1,Electric Guitar Cases & Gig Bags,5,Non Holidays
81,22612,2018-01-19,227.91,249.99,no,0.0,fulfilled,Vertigo™ Electric Guitar,M80-VEG-BLK,1,Electric Guitar Cases & Gig Bags,5,Non Holidays
82,22592,2018-01-22,,229.99,no,229.99,fulfilled,Acoustic (Classical / OM),M80-AC-BLK,1,Acoustic Guitar Cases & Gig Bags,1,Non Holidays
83,22586,2018-01-23,160.86,149.99,yes,0.0,fulfilled,Pedalboard Club Case,M80-PB1-BLK,1,Pedals & Pedalboards Cases & Gig Bags,2,Non Holidays
84,22585,2018-01-23,165.0,329.99,no,0.0,fulfilled,Dual Electric Bass,M80-2B-BLK,1,Bass Guitar Cases & Gig Bags,2,Non Holidays
85,22610,2018-01-20,209.99,209.99,yes,0.0,fulfilled,Cymbal 24 (Ash),M80-CY24-ASH,1,Drum & Percussion Cases & Gig Bags,6,Non Holidays
86,22593,2018-01-22,178.42,249.99,no,0.0,fulfilled,Vertigo™ Electric Bass,M80-VEB-BLK,1,Bass Guitar Cases & Gig Bags,1,Non Holidays
87,22591,2018-01-22,209.68,149.99,yes,0.0,fulfilled,Guitar Sleeve™,M80-SEG-BLK,1,Electric Guitar Cases & Gig Bags,1,Non Holidays
88,22581,2018-01-24,249.99,249.99,yes,0.0,fulfilled,Vertigo™ Acoustic Guitar,M80-VAD-BLK,1,Acoustic Guitar Cases & Gig Bags,3,Non Holidays
89,22582,2018-01-23,,0.0,yes,0.0,fulfilled,Side-release Buckle Small,SRB-S-BLK,1,,2,Non Holidays
90,22578,2018-01-24,179.99,179.99,yes,0.0,fulfilled,Acoustic Guitar Sleeve™,M80-SAD-BLK,1,Acoustic Guitar Cases & Gig Bags,3,Non Holidays
91,22573,2018-01-24,187.5,249.99,no,0.0,fulfilled,Vertigo™ Acoustic Guitar,M80-VAD-BLK,1,Acoustic Guitar Cases & Gig Bags,3,Non Holidays
92,22575,2018-01-24,249.99,249.99,yes,0.0,fulfilled,Vertigo™ Electric Guitar,M80-VEG-BLK,1,Electric Guitar Cases & Gig Bags,3,Non Holidays
93,22572,2018-01-24,149.99,149.99,yes,0.0,fulfilled,Pedalboard Club Case,M80-PB1-BLK,1,Pedals & Pedalboards Cases & Gig Bags,3,Non Holidays
94,22569,2018-01-25,273.73,249.99,yes,0.0,fulfilled,Vertigo™ Semi-Hollow,M80-VHB-BLK,1,Electric Guitar Cases & Gig Bags,4,Non Holidays
95,22570,2018-01-25,180.0,199.99,no,0.0,fulfilled,Acoustic (Parlor),M80-AP-BLK,1,Acoustic Guitar Cases & Gig Bags,4,Non Holidays
96,22568,2018-01-25,229.99,229.99,yes,0.0,fulfilled,Acoustic (Classical / OM),M80-AC-BLK,1,Acoustic Guitar Cases & Gig Bags,4,Non Holidays
97,22576,2018-01-24,65.44,49.99,yes,0.0,fulfilled,Loop Laptop,CVL-LLT-13-BLK,1,Gifts,3,Non Holidays
98,22577,2018-01-24,329.99,329.99,yes,0.0,fulfilled,Dual Acoustic + Electric,M80-2A-BLK,1,Electric Guitar Cases & Gig Bags,3,Non Holidays
99,20476,2018-01-09,49.99,49.99,yes,0.0,fulfilled,The Betty (Black-Short),M80-BTY-BLK-S,1,Guitar Straps,2,Non Holidays
100,22561,2018-01-26,329.99,329.99,yes,0.0,fulfilled,Dual Electric Bass,M80-2B-BLK,1,Bass Guitar Cases & Gig Bags,5,Non Holidays
101,22565,2018-01-25,189.99,189.99,yes,0.0,fulfilled,Cymbal 22 (Ash),M80-CY22-ASH,1,Drum & Percussion Cases & Gig Bags,4,Non Holidays
102,22562,2018-01-26,329.99,329.99,yes,0.0,fulfilled,Dual Electric Guitar,M80-2G-BLK,1,Electric Guitar Cases & Gig Bags,5,Non Holidays
103,20449,2018-01-11,,189.99,no,189.99,fulfilled,Cymbal 22 (Ash),M80-CY22-ASH,1,Drum & Percussion Cases & Gig Bags,4,Non Holidays
104,22556,2018-01-28,,249.99,no,249.99,,Vertigo™ Electric Bass (Grey),M80-VEB-GRY,1,Bass Guitar Cases & Gig Bags,7,Non Holidays
105,22645,2018-01-17,,329.99,no,329.99,fulfilled,Dual Electric Guitar,M80-2G-BLK,1,Electric Guitar Cases & Gig Bags,3,Non Holidays
106,22644,2018-01-17,,249.99,no,249.99,fulfilled,Vertigo™ Electric Bass (Grey),M80-VEB-GRY,1,Bass Guitar Cases & Gig Bags,3,Non Holidays
107,22553,2018-01-29,149.99,149.99,yes,0.0,fulfilled,Pedalboard Club Case,M80-PB1-BLK,1,Pedals & Pedalboards Cases & Gig Bags,1,Non Holidays
108,22559,2018-01-27,361.33,329.99,yes,0.0,fulfilled,Dual Electric Guitar,M80-2G-BLK,1,Electric Guitar Cases & Gig Bags,6,Non Holidays
109,22555,2018-01-28,,329.99,no,329.99,fulfilled,Dual Electric Guitar,M80-2G-BLK,1,Electric Guitar Cases & Gig Bags,7,Non Holidays
110,22557,2018-01-28,249.99,249.99,yes,0.0,fulfilled,Vertigo™ Acoustic Guitar,M80-VAD-BLK,1,Acoustic Guitar Cases & Gig Bags,7,Non Holidays
111,22558,2018-01-28,164.23,149.99,yes,0.0,fulfilled,Bass Sleeve™ (Black),M80-SEB-BLK,1,Bass Guitar Cases & Gig Bags,7,Non Holidays
112,22551,2018-01-29,255.99,49.99,no,0.0,fulfilled,Die Cut Wallet (Sharkskin),CVL-DCW-BLK,1,Wallets,1,Non Holidays
113,22551,2018-01-29,255.99,49.99,no,0.0,fulfilled,Shogun Stick,M80-SS-BLK,1,Drum & Percussion Cases & Gig Bags,1,Non Holidays
114,22551,2018-01-29,255.99,189.99,no,0.0,fulfilled,Cymbal 22 (Ash),M80-CY22-ASH,1,Drum & Percussion Cases & Gig Bags,1,Non Holidays
115,22549,2018-01-29,102.99,89.99,yes,0.0,fulfilled,The Tick™ 2.0 Black,M80-TICK-V2-BLK,1,Pedals & Pedalboards Cases & Gig Bags,1,Non Holidays
116,22537,2018-01-31,249.99,249.99,yes,0.0,fulfilled,Vertigo™ Electric Bass (Grey),M80-VEB-GRY,1,Bass Guitar Cases & Gig Bags,3,Non Holidays
117,22538,2018-01-31,149.99,149.99,yes,0.0,fulfilled,Snare,M80-SN-BLK,1,Drum & Percussion Cases & Gig Bags,3,Non Holidays
118,22536,2018-01-31,149.99,149.99,yes,0.0,fulfilled,Snare,M80-SN-BLK,1,Drum & Percussion Cases & Gig Bags,3,Non Holidays
119,22528,2018-02-01,,329.99,no,329.99,fulfilled,Dual Electric Guitar,M80-2G-BLK,1,Electric Guitar Cases & Gig Bags,4,Non Holidays
120,22533,2018-01-31,,329.99,no,329.99,fulfilled,Dual Electric Guitar,M80-2G-BLK,1,Electric Guitar Cases & Gig Bags,3,Non Holidays
121,22533,2018-01-31,,89.99,no,89.99,fulfilled,The Tick™ 2.0 Black,M80-TICK-V2-BLK,1,Pedals & Pedalboards Cases & Gig Bags,3,Non Holidays
122,22532,2018-01-31,,329.99,no,329.99,fulfilled,Dual Acoustic + Electric,M80-2A-BLK,1,Electric Guitar Cases & Gig Bags,3,Non Holidays
123,22527,2018-02-01,68.15,49.99,yes,0.0,fulfilled,Shogun Stick,M80-SS-BLK,1,Drum & Percussion Cases & Gig Bags,4,Non Holidays
124,22530,2018-02-01,,0.0,yes,0.0,fulfilled,TEAR-AID,TEAR-AID,1,,4,Non Holidays
125,20517,2018-01-05,1584.65,149.99,yes,0.0,fulfilled,Guitar Sleeve™,M80-SEG-BLK,1,Electric Guitar Cases & Gig Bags,5,Non Holidays
126,20517,2018-01-05,1584.65,89.99,yes,0.0,fulfilled,The Tick™ 2.0 Grey,M80-TICK-V2-GRY,1,Pedals & Pedalboards Cases & Gig Bags,5,Non Holidays
127,20517,2018-01-05,1584.65,209.99,yes,0.0,fulfilled,Cymbal 24 (Ash),M80-CY24-ASH,1,Drum & Percussion Cases & Gig Bags,5,Non Holidays
128,20517,2018-01-05,1584.65,79.99,yes,0.0,fulfilled,Studio Stick (ASH),M80-ST-ASH,1,Drum & Percussion Cases & Gig Bags,5,Non Holidays
129,20517,2018-01-05,1584.65,229.99,yes,0.0,fulfilled,Vertigo™ Keyboard 61,M80-K61-BLK,1,Keyboard Cases & Gig Bags,5,Non Holidays
130,20517,2018-01-05,1584.65,229.99,yes,0.0,fulfilled,The FlyBy,EFX-FLY-BLK,1,DJ Equipment Cases & Gig Bags,5,Non Holidays
131,20517,2018-01-05,1584.65,39.99,yes,0.0,fulfilled,The Warsaw (Manta Black),M80-WAR-BLK,2,Guitar Straps,5,Non Holidays
132,20517,2018-01-05,1584.65,39.99,yes,0.0,fulfilled,The Doolittle (True Black),M80-DLT-BLK,2,Guitar Straps,5,Non Holidays
133,20517,2018-01-05,1584.65,109.99,yes,0.0,fulfilled,Pedalboard Lite (Black),PFX-PB-LT-BLK,1,Pedalboards,5,Non Holidays
134,20517,2018-01-05,1584.65,0.0,yes,0.0,fulfilled,Pedalboard Medium (Black),PFX-PB-M-BLK,1,,5,Non Holidays
135,22525,2018-02-01,209.99,209.99,yes,0.0,fulfilled,Cymbal 24 (Ash),M80-CY24-ASH,1,Drum & Percussion Cases & Gig Bags,4,Non Holidays
136,22522,2018-02-01,160.86,149.99,yes,0.0,fulfilled,Guitar Sleeve™,M80-SEG-BLK,1,Electric Guitar Cases & Gig Bags,4,Non Holidays
137,22499,2018-02-05,,0.0,yes,0.0,,CPN-BAG-STRAP-DPS-BLK,,1,,1,Non Holidays
138,22516,2018-02-03,,0.0,yes,0.0,fulfilled,TEAR-AID,TEAR-AID,1,,6,Non Holidays
139,22514,2018-02-04,165.23,199.99,no,0.0,fulfilled,Acoustic (Parlor),M80-AP-BLK,1,Acoustic Guitar Cases & Gig Bags,7,Non Holidays
140,22502,2018-02-05,149.99,149.99,yes,0.0,fulfilled,Guitar Sleeve™ (Ash),M80-SEG-ASH,1,Electric Guitar Cases & Gig Bags,1,Non Holidays
141,22524,2018-02-01,209.99,209.99,yes,0.0,fulfilled,Cymbal 24 (Ash),M80-CY24-ASH,1,Drum & Percussion Cases & Gig Bags,4,Non Holidays
142,22515,2018-02-04,339.98,89.99,yes,0.0,fulfilled,The Tick™ 2.0 Grey,M80-TICK-V2-GRY,1,Pedals & Pedalboards Cases & Gig Bags,7,Non Holidays
143,22515,2018-02-04,339.98,249.99,yes,0.0,fulfilled,Vertigo™ Electric Bass (Grey),M80-VEB-GRY,1,Bass Guitar Cases & Gig Bags,7,Non Holidays
144,22504,2018-02-05,169.99,169.99,yes,0.0,fulfilled,Tour 2.0,M80-TOUR-V2-BLK,1,Pedals & Pedalboards Cases & Gig Bags,1,Non Holidays
145,22501,2018-02-05,221.59,199.99,yes,0.0,fulfilled,Acoustic (Parlor),M80-AP-BLK,1,Acoustic Guitar Cases & Gig Bags,1,Non Holidays
146,22511,2018-02-04,,0.0,yes,0.0,fulfilled,TEAR-AID,TEAR-AID,1,,7,Non Holidays
147,22508,2018-02-04,,0.0,yes,0.0,fulfilled,Strap Clip Medium,WCS-M-BLK,1,,7,Non Holidays
148,22497,2018-02-05,,0.0,yes,0.0,fulfilled,CPN-BAG-STRAP-DPS-BLK - MONO Detachable Padded Strap,CPN-BAG-STRAP-DPS-BLK,1,,1,Non Holidays
149,22488,2018-02-06,160.86,149.99,yes,0.0,fulfilled,Ukulele (Tenor),M80-UT-BLK,1,Ukulele Cases & Gig Bags,2,Non Holidays
150,22491,2018-02-06,329.99,329.99,yes,0.0,fulfilled,Dual Acoustic + Electric,M80-2A-BLK,1,Electric Guitar Cases & Gig Bags,2,Non Holidays
151,22498,2018-02-05,166.16,189.99,no,47.49,fulfilled,Cymbal 22 (Black),M80-CY22-BLK,1,Drum & Percussion Cases & Gig Bags,1,Non Holidays
152,22481,2018-02-06,62.27,49.99,yes,0.0,fulfilled,The Betty (Black-Long),M80-BTY-BLK-L,1,Guitar Straps,2,Non Holidays
153,22487,2018-02-06,199.98,109.99,yes,0.0,fulfilled,Pedalboard Lite (Black),PFX-PB-LT-BLK,1,Pedalboards,2,Non Holidays
154,22487,2018-02-06,199.98,89.99,yes,0.0,fulfilled,The Tick™ 2.0 Grey,M80-TICK-V2-GRY,1,Pedals & Pedalboards Cases & Gig Bags,2,Non Holidays
155,22479,2018-02-06,669.97,199.99,yes,0.0,fulfilled,Pro 2.0,M80-PRO-V2-BLK,1,Pedals & Pedalboards Cases & Gig Bags,2,Non Holidays
156,22479,2018-02-06,669.97,0.0,yes,0.0,fulfilled,Pedalboard Large (Silver),PFX-PB-L-SLV,1,,2,Non Holidays
157,22479,2018-02-06,669.97,199.99,yes,0.0,fulfilled,Acoustic (Parlor),M80-AP-BLK,1,Acoustic Guitar Cases & Gig Bags,2,Non Holidays
158,22483,2018-02-06,,0.0,yes,0.0,fulfilled,Side-release Buckle Small,SRB-S-BLK,1,,2,Non Holidays
159,22486,2018-02-06,104.5,89.99,yes,0.0,fulfilled,The Tick™ 2.0 Black,M80-TICK-V2-BLK,1,Pedals & Pedalboards Cases & Gig Bags,2,Non Holidays
160,22470,2018-02-08,149.99,149.99,yes,0.0,fulfilled,Pedalboard Club Case,M80-PB1-BLK,1,Pedals & Pedalboards Cases & Gig Bags,4,Non Holidays
161,22626,2018-01-18,,229.99,no,229.99,fulfilled,The FlyBy,EFX-FLY-BLK,1,DJ Equipment Cases & Gig Bags,4,Non Holidays
162,22632,2018-01-17,149.99,149.99,yes,0.0,fulfilled,Club 2.0,M80-CLUB-V2-BLK,1,Pedals & Pedalboards Cases & Gig Bags,3,Non Holidays
163,20550,2018-01-02,,229.99,no,229.99,fulfilled,Single Electric Bass,M80-EB-BLK,1,Bass Guitar Cases & Gig Bags,2,Non Holidays
164,22594,2018-01-22,,229.99,no,229.99,fulfilled,Single Electric Bass,M80-EB-BLK,1,Bass Guitar Cases & Gig Bags,1,Non Holidays
165,20472,2018-01-09,,149.99,no,149.99,fulfilled,Club 2.0,M80-CLUB-V2-BLK,1,Pedals & Pedalboards Cases & Gig Bags,2,Non Holidays
166,20448,2018-01-11,,229.99,no,229.99,fulfilled,Single Electric Bass,M80-EB-BLK,1,Bass Guitar Cases & Gig Bags,4,Non Holidays
167,22642,2018-01-17,,229.99,no,229.99,fulfilled,Single Electric Bass,M80-EB-BLK,1,Bass Guitar Cases & Gig Bags,3,Non Holidays
